11362
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatorzième extrait>,<>,<>
écria,écrier,19
le,le,71
comte,comte,21
en,en,81
s',se,51
interrompant,interrompre,13
;,;,p
partez,partir,17
à,à,81
l',le,71
instant,instant,21
même,même,30
pour,pour,81
la,le,71
Lombardie,Lombardie,20
",",",",p
et,et,82
distribuez,distribuer,17
de,de,81
l',le,71
argent,argent,21
et,et,82
en,en,81
grande,grand,30
quantité,quantité,22
à,à,81
tous,tout,75
nos,notre,73
correspondants,correspondant,21
/.,/.,P
mon,mon,73
but,but,21
est,être,17
d',de,81
obtenir,obtenir,14
de,de,81
tous,tout,75
ces,ce,74
gens,gens,21
là,là,60
des,de,81
des,le,71
rapports,rapport,21
de,de,81
la,le,71
nature,nature,22
la,le,71
plus,plus,60
encourageante,encourageant,30
/.,/.,P
Bruno,Bruno,20
ayant,avoir,13
bien,bien,60
compris,comprendre,12
le,le,71
but,but,21
de,de,81
sa,son,73
mission,mission,22
",",",",p
se,se,51
mit,mettre,19
à,à,81
écrire,écrire,14
ses,son,73
lettres,lettre,22
de,de,81
créance,créance,22
;,;,p
comme,comme,83
le,le,71
comte,comte,21
lui,lui,51
donnait,donner,18
ses,son,73
dernières,dernier,30
instructions,instruction,22
",",",",p
il,il,51
reçut,recevoir,19
une,un,71
lettre,lettre,22
parfaitement,parfaitement,60
fausse,faux,30
",",",",p
mais,mais,82
fort,fort,60
bien,bien,60
écrite,écrit,31
;,;,p
on,on,51
eût,avoir,19
dit,dire,12
un,un,71
ami,ami,21
écrivant,écrire,13
à,à,81
son,son,73
ami,ami,21
pour,pour,81
lui,lui,51
demander,demander,14
un,un,71
service,service,21
/.,/.,P
l',le,71
ami,ami,21
qui,qui,52
écrivait,écrire,18
n',ne,60
était,être,18
autre,autre,30
que,que,83
le,le,71
prince,prince,21
/.,/.,P
ayant,avoir,13
ouï,ouïr,12
parler,parler,14
de,de,81
certains,certain,75
projets,projet,21
de,de,81
retraite,retraite,22
",",",",p
il,il,51
suppliait,supplier,18
son,son,73
ami,ami,21
",",",",p
le,le,71
comte,comte,21
Mosca,Mosca,20
",",",",p
de,de,81
garder,garder,14
le,le,71
ministère,ministère,21
;,;,p
il,il,51
le,le,52
lui,lui,51
demandait,demander,18
au,à,81
au,le,71
nom,nom,21
de,de,81
l',le,71
amitié,amitié,22
et,et,82
des,de,81
des,le,71
dangers,danger,21
de,de,81
la,le,71
patrie,patrie,22
;,;,p
et,et,82
le,le,52
lui,lui,51
ordonnait,ordonner,18
comme,comme,83
son,son,73
maître,maître,21
/.,/.,P
il,il,51
ajoutait,ajouter,18
que,que,83
le,le,71
roi,roi,21
de,de,81
M,M,20
venant,venir,13
de,de,81
mettre,mettre,14
à,à,81
sa,son,73
disposition,disposition,22
deux,deux,72
cordons,cordon,21
de,de,81
son,son,73
ordre,ordre,21
",",",",p
il,il,51
en,en,52
gardait,garder,18
un,un,52
pour,pour,81
lui,lui,51
",",",",p
et,et,82
envoyait,envoyer,18
l',le,71
autre,autre,52
à,à,81
son,son,73
cher,cher,30
comte,comte,21
Mosca,Mosca,20
/.,/.,P
cet,ce,74
animal,animal,21
là,là,60
fait,fait,31
mon,mon,73
malheur,malheur,21
!,!,p
s',se,51
écria,écrier,19
le,le,71
comte,comte,21
furieux,furieux,30
",",",",p
devant,devant,81
Bruno,Bruno,20
stupéfait,stupéfait,30
",",",",p
et,et,82
croit,croire,17
me,je,51
séduire,séduire,14
par,par,81
ces,ce,74
mêmes,même,75
phrases,phrase,22
hypocrites,hypocrite,30
que,que,52
tant,tant,60
de,de,81
fois,fois,22
nous,nous,51
avons,avoir,17
arrangées,arranger,12
ensemble,ensemble,60
pour,pour,81
prendre,prendre,14
à,à,81
la,le,71
glu,glu,22
quelque,quelque,75
sot,sot,21
/.,/.,P
il,il,51
refusa,refuser,19
l',le,71
ordre,ordre,21
qu',que,52
on,on,51
lui,lui,51
offrait,offrir,18
",",",",p
et,et,82
dans,dans,81
sa,son,73
réponse,réponse,22
parla,parler,19
de,de,81
l',le,71
état,état,21
de,de,81
sa,son,73
santé,santé,22
comme,comme,83
ne,ne,60
lui,lui,51
laissant,laisser,13
que,que,83
bien,bien,60
peu,peu,60
d',de,81
espérance,espérance,22
de,de,81
pouvoir,pouvoir,14
s',se,51
acquitter,acquitter,14
longtemps,longtemps,60
encore,encore,60
des,de,81
des,le,71
pénibles,pénible,30
travaux,travail,21
du,de,81
du,le,71
ministère,ministère,21
/.,/.,P
le,le,71
comte,comte,21
était,être,18
furieux,furieux,30
/.,/.,P
un,un,71
instant,instant,21
après,après,81
on,on,51
annonça,annoncer,19
le,le,71
fiscal,fiscal,21
Rassi,Rassi,20
",",",",p
qu',que,52
il,il,51
traita,traiter,19
comme,comme,83
un,un,71
nègre,nègre,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
parce que,parce que,83
je,je,51
vous,vous,51
ai,avoir,17
fait,faire,12
noble,noble,30
",",",",p
vous,vous,51
commencez,commencer,17
à,à,81
faire,faire,14
l',le,71
insolent,insolent,21
/!,/!,P
pourquoi,pourquoi,60
n',ne,60
être,être,14
pas,pas,60
venu,venir,12
hier,hier,60
pour,pour,81
me,je,51
remercier,remercier,14
",",",",p
comme,comme,83
c',ce,52
était,être,18
votre,votre,73
devoir,devoir,21
étroit,étroit,30
",",",",p
monsieur,monsieur,21
le,le,71
cuistre,cuistre,21
/?,/?,P
le,le,71
Rassi,Rassi,20
était,être,18
bien,bien,60
au-dessus,au-dessus,60
des,de,81
des,le,71
injures,injure,22
;,;,p
c',ce,52
était,être,18
sur,sur,81
ce,ce,74
ton,ton,21
là,là,60
qu',que,83
il,il,51
était,être,18
journellement,journellement,60
reçu,recevoir,12
par,par,81
le,le,71
prince,prince,21
;,;,p
mais,mais,82
il,il,51
voulait,vouloir,18
être,être,14
baron,baron,21
et,et,82
se,se,51
justifia,justifier,19
avec,avec,81
esprit,esprit,21
/.,/.,P
rien,rien,52
n',ne,60
était,être,18
plus,plus,60
facile,facile,30
/.,/.,P
-,-,p
le,le,71
prince,prince,21
m',je,51
a,avoir,17
tenu,tenir,12
cloué,cloué,31
à,à,81
une,un,71
table,table,22
hier,hier,60
toute,tout,75
la,le,71
journée,journée,22
;,;,p
je,je,51
n',ne,60
ai,avoir,17
pu,pouvoir,12
sortir,sortir,14
du,de,81
du,le,71
palais,palais,21
/.,/.,P
son,son,73
altesse,altesse,22
m',je,51
a,avoir,17
fait,faire,12
copier,copier,14
de,de,81
ma,mon,73
mauvaise,mauvais,30
écriture,écriture,22
de,de,81
procureur,procureur,21
une,un,71
quantité,quantité,22
de,de,81
pièces,pièce,22
diplomatiques,diplomatique,30
tellement,tellement,60
niaises,niais,30
et,et,82
tellement,tellement,60
bavardes,bavard,30
que,que,83
je,je,51
crois,croire,17
",",",",p
en,en,81
vérité,vérité,22
",",",",p
que,que,83
son,son,73
but,but,21
unique,unique,30
était,être,18
de,de,81
me,je,51
retenir,retenir,14
prisonnier,prisonnier,30
/.,/.,P
quand,quand,83
enfin,enfin,60
j',je,51
ai,avoir,17
pu,pouvoir,12
prendre,prendre,14
congé,congé,21
",",",",p
vers,vers,81
les,le,71
cinq,cinq,72
heures,heure,22
",",",",p
mourant,mourir,13
de,de,81
faim,faim,22
",",",",p
il,il,51
m',je,51
a,avoir,17
donné,donner,12
l',le,71
ordre,ordre,21
d',de,81
aller,aller,14
chez,chez,81
moi,moi,51
directement,directement,60
",",",",p
et,et,82
de,de,81
n',ne,60
en,en,52
pas,pas,60
sortir,sortir,14
de,de,81
la,le,71
soirée,soirée,22
/.,/.,P
en,en,81
effet,effet,21
",",",",p
j',je,51
ai,avoir,17
vu,voir,12
deux,deux,72
de,de,81
ses,son,73
espions,espion,21
particuliers,particulier,30
",",",",p
de,de,81
moi,moi,51
bien,bien,60
connus,connu,31
",",",",p
se,se,51
promener,promener,14
dans,dans,81
ma,mon,73
rue,rue,22
jusque,jusque,81
sur,sur,81
le,le,71
minuit,minuit,21
/.,/.,P
ce,ce,74
matin,matin,21
",",",",p
dès,dès,81
que,que,83
je,je,51
l',le,52
ai,avoir,17
pu,pouvoir,12
",",",",p
j',je,51
ai,avoir,17
fait,faire,12
venir,venir,14
une,un,71
voiture,voiture,22
qui,qui,52
m',je,51
a,avoir,17
conduit,conduire,12
jusqu',jusque,81
à,à,81
la,le,71
porte,porte,22
de,de,81
la,le,71
cathédrale,cathédrale,22
/.,/.,P
je,je,51
suis,être,17
descendu,descendre,12
de,de,81
voiture,voiture,22
très,très,60
lentement,lentement,60
",",",",p
puis,puis,60
",",",",p
prenant,prendre,13
le,le,71
pas,pas,21
de,de,81
course,course,22
",",",",p
j',je,51
ai,avoir,17
traversé,traverser,12
l',le,71
église,église,22
et,et,82
me,je,51
voici,voici,81
/.,/.,P
votre,votre,73
excellence,excellence,22
est,être,17
dans,dans,81
ce,ce,74
moment,moment,21
ci,ci,60
l',le,71
homme,homme,21
du,de,81
du,le,71
monde,monde,21
auquel,à,81
auquel,lequel,52
je,je,51
désire,désirer,17
plaire,plaire,14
avec,avec,81
le,le,71
plus,plus,60
de,de,81
passion,passion,22
/.,/.,P
-,-,p
et,et,82
moi,moi,51
",",",",p
monsieur,monsieur,21
le,le,71
drôle,drôle,21
",",",",p
je,je,51
ne,ne,60
suis,être,17
point,point,60
dupe,dupe,30
de,de,81
tous,tout,75
ces,ce,74
contes,conte,21
plus,plus,60
ou,ou,82
moins,moins,60
bien,bien,60
bâtis,bâti,31
/!,/!,P
vous,vous,51
avez,avoir,17
refusé,refuser,12
de,de,81
me,je,51
parler,parler,14
de,de,81
Fabrice,Fabrice,20
avant-hier,avant-hier,60
;,;,p
j',je,51
ai,avoir,17
respecté,respecter,12
vos,votre,73
scrupules,scrupule,21
",",",",p
et,et,82
vos,votre,73
serments,serment,21
touchant,toucher,13
le,le,71
secret,secret,21
",",",",p
quoique,quoique,83
les,le,71
serments,serment,21
pour,pour,81
un,un,71
être,être,21
tel,tel,75
que,que,83
vous,vous,51
ne,ne,60
soient,être,17
tout,tout,60
au,à,81
au,le,71
plus,plus,60
que,que,83
des,de,81
des,le,71
moyens,moyen,21
de,de,81
défaite,défaite,22
/.,/.,P
aujourd'hui,aujourd'hui,60
",",",",p
je,je,51
veux,vouloir,17
la,le,71
vérité,vérité,22
:,:,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
ces,ce,74
bruits,bruit,21
ridicules,ridicule,30
qui,qui,52
font,faire,17
condamner,condamner,14
à,à,81
mort,mort,22
ce,ce,74
/.,/.,P
