11960
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatrième extrait>,<>,<>
parapluie,parapluie,21
",",",",p
ou,ou,82
parapluie,parapluie,21
polybranches,branche,22
",",",",p
dont,dont,52
le,le,71
pommeau,pommeau,21
se,se,51
retire,retirer,17
",",",",p
pour,pour,81
agrafer,agrafer,14
la,le,71
soie,soie,22
contenue,contenu,31
",",",",p
à,à,81
part,part,22
",",",",p
dans,dans,81
un,un,71
petit,petit,30
sac,sac,21
/.,/.,P
ils,ils,51
n',ne,60
oublièrent,oublier,19
pas,pas,60
de,de,81
forts,fort,30
souliers,soulier,21
",",",",p
avec,avec,81
des,de,81
des,le,71
guêtres,guêtre,22
",",",",p
chacun,chacun,52
“,“,p
deux,deux,72
paires,paire,22
de,de,81
bretelles,bretelle,22
",",",",p
à,à,81
cause,cause,22
de,de,81
la,le,71
transpiration,transpiration,22
“,“,p
et,et,82
bien,bien,60
qu',que,83
on,on,51
ne,ne,60
puisse,pouvoir,17
“,“,p
se,se,51
présenter,présenter,14
partout,partout,60
en,en,81
casquette,casquette,22
“,“,p
ils,ils,51
reculèrent,reculer,19
devant,devant,81
la,le,71
dépense,dépense,22
d',de,81
“,“,p
un,un,52
de,de,81
ces,ce,74
chapeaux,chapeau,21
qui,qui,52
se,se,51
plient,plier,17
",",",",p
et,et,82
qui,qui,52
portent,porter,17
le,le,71
nom,nom,21
du,de,81
du,le,71
chapelier,chapelier,21
Gibus,Gibus,20
",",",",p
leur,leur,73
inventeur,inventeur,21
“,“,p
/.,/.,P
le,le,71
même,même,75
ouvrage,ouvrage,21
donne,donner,17
des,de,81
des,le,71
préceptes,précepte,21
de,de,81
conduite,conduite,22
:,:,p
“,“,p
savoir,savoir,14
la,le,71
langue,langue,22
du,de,81
du,le,71
pays,pays,21
que,que,83
l',l',94
on,on,51
visite,visiter,17
“,“,p
",",",",p
ils,ils,51
la,le,52
savaient,savoir,18
/.,/.,P
“,“,p
garder,garder,14
une,un,71
tenue,tenue,22
modeste,modeste,30
“,“,p
",",",",p
c',ce,52
était,être,18
leur,leur,73
usage,usage,21
/.,/.,P
“,“,p
ne,ne,60
pas,pas,60
avoir,avoir,14
d',de,81
argent,argent,21
sur,sur,81
soi,soi,51
“,“,p
",",",",p
rien,rien,52
de,de,81
plus,plus,60
simple,simple,30
/.,/.,P
enfin,enfin,60
",",",",p
pour,pour,81
s',se,51
épargner,épargner,14
toutes,tout,75
sortes,sorte,22
d',de,81
embarras,embarras,21
",",",",p
il,il,51
est,être,17
bon,bon,30
de,de,81
prendre,prendre,14
“,“,p
la,le,71
qualité,qualité,22
d',de,81
ingénieur,ingénieur,21
/!,/!,P
eh,eh,93
bien,bien,60
!,!,p
nous,nous,51
la,le,52
prendrons,prendre,15
/!,/!,P
ainsi,ainsi,60
préparés,préparé,31
",",",",p
ils,ils,51
commencèrent,commencer,19
leurs,leur,73
courses,course,22
",",",",p
étaient,être,18
absents,absent,30
quelquefois,quelquefois,60
pendant,pendant,81
huit,huit,72
jours,jour,21
",",",",p
passaient,passer,18
leur,leur,73
vie,vie,22
au,à,81
au,le,71
grand,grand,30
air,air,21
/.,/.,P
tantôt,tantôt,60
sur,sur,81
les,le,71
bords,bord,21
de,de,81
l',le,71
Orne,Orne,20
",",",",p
ils,ils,51
apercevaient,apercevoir,18
dans,dans,81
une,un,71
déchirure,déchirure,22
",",",",p
des,de,81
des,le,71
pans,pan,21
de,de,81
rocs,roc,21
dressant,dresser,13
leurs,leur,73
lames,lame,22
obliques,oblique,30
entre,entre,81
des,de,81
des,le,71
peupliers,peuplier,21
et,et,82
des,de,81
des,le,71
bruyères,bruyère,22
;,;,p
-,-,p
ou,ou,82
bien,bien,60
ils,ils,51
s',se,51
attristaient,attrister,18
de,de,81
ne,ne,60
rencontrer,rencontrer,14
le,le,71
long,long,21
du,de,81
du,le,71
chemin,chemin,21
que,que,83
des,de,81
des,le,71
couches,couche,22
d',de,81
argile,argile,22
/.,/.,P
devant,devant,81
un,un,71
paysage,paysage,21
",",",",p
ils,ils,51
n',ne,60
admiraient,admirer,18
ni,ni,82
la,le,71
série,série,22
des,de,81
des,le,71
plans,plan,21
",",",",p
ni,ni,82
la,le,71
profondeur,profondeur,22
des,de,81
des,le,71
lointains,lointain,21
ni,ni,82
les,le,71
ondulations,ondulation,22
de,de,81
la,le,71
verdure,verdure,22
;,;,p
mais,mais,82
ce,ce,52
qu',que,52
on,on,51
ne,ne,60
voyait,voir,18
pas,pas,60
",",",",p
le,le,71
dessous,dessous,21
",",",",p
la,le,71
terre,terre,22
;,;,p
-,-,p
et,et,82
toutes,tout,75
les,le,71
collines,colline,22
étaient,être,18
pour,pour,81
eux,ils,51
“,“,p
encore,encore,60
une,un,71
preuve,preuve,22
du,de,81
du,le,71
déluge,déluge,21
“,“,p
/.,/.,P
à,à,81
la,le,71
manie,manie,22
du,de,81
du,le,71
déluge,déluge,21
",",",",p
succéda,succéder,19
celle,celui,52
des,de,81
des,le,71
blocs,bloc,21
erratiques,erratique,30
/.,/.,P
les,le,71
grosses,gros,30
pierres,pierre,22
seules,seul,30
dans,dans,81
les,le,71
champs,champ,21
devaient,devoir,18
provenir,provenir,14
de,de,81
glaciers,glacier,21
disparus,disparu,31
;,;,p
-,-,p
et,et,82
ils,ils,51
cherchaient,chercher,18
des,de,81
des,le,71
moraines,moraine,22
et,et,82
des,de,81
des,le,71
faluns,falun,21
/.,/.,P
plusieurs,plusieurs,75
fois,fois,22
",",",",p
on,on,51
les,le,52
prit,prendre,19
pour,pour,81
des,de,81
des,le,71
porte-balles,porteballe,21
",",",",p
vu,vu,81
leur,leur,73
accoutrement,accoutrement,21
-,-,p
et,et,82
quand,quand,83
ils,ils,51
avaient,avoir,18
répondu,répondre,12
qu',que,83
ils,ils,51
étaient,être,18
“,“,p
des,de,81
des,le,71
ingénieurs,ingénieur,21
“,“,p
une,un,71
crainte,crainte,22
leur,leur,52
venait,venir,18
;,;,p
l',le,71
usurpation,usurpation,22
d',de,81
un,un,71
titre,titre,21
pareil,pareil,30
pouvait,pouvoir,18
leur,leur,52
attirer,attirer,14
des,de,81
des,le,71
désagréments,désagrément,21
/.,/.,P
à,à,81
la,le,71
fin,fin,22
du,de,81
du,le,71
jour,jour,21
",",",",p
ils,ils,51
haletaient,haleter,18
sous,sous,81
le,le,71
poids,poids,21
de,de,81
leurs,leur,73
échantillons,échantillon,21
",",",",p
mais,mais,82
intrépides,intrépide,30
les,le,52
rapportaient,rapporter,18
chez,chez,81
eux,ils,51
/.,/.,P
il,il,51
y,y,52
en,en,52
avait,avoir,18
le,le,71
long,long,21
des,de,81
des,le,71
marches,marche,22
dans,dans,81
l',le,71
escalier,escalier,21
",",",",p
dans,dans,81
les,le,71
chambres,chambre,22
",",",",p
dans,dans,81
la,le,71
salle,salle,22
",",",",p
dans,dans,81
la,le,71
cuisine,cuisine,22
;,;,p
et,et,82
Germaine,Germaine,20
se,se,51
lamentait,lamenter,18
sur,sur,81
la,le,71
quantité,quantité,22
de,de,81
poussière,poussière,22
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
une,un,71
mince,mince,30
besogne,besogne,22
avant,avant,81
de,de,81
coller,coller,14
les,le,71
étiquettes,étiquette,22
",",",",p
que,que,83
de,de,81
savoir,savoir,14
les,le,71
noms,nom,21
des,de,81
des,le,71
roches,roche,22
;,;,p
la,le,71
variété,variété,22
des,de,81
des,le,71
couleurs,couleur,22
et,et,82
du,de,81
du,le,71
grenu,grenu,30
leur,leur,52
faisait,faire,18
confondre,confondre,14
l',le,71
argile,argile,22
avec,avec,81
la,le,71
marne,marne,22
",",",",p
le,le,71
granit,granit,21
et,et,82
le,le,71
gneiss,gneiss,21
",",",",p
le,le,71
quartz,quartz,21
et,et,82
le,le,71
calcaire,calcaire,21
/.,/.,P
et,et,82
puis,puis,60
la,le,71
nomenclature,nomenclature,22
les,le,52
irritait,irriter,18
/.,/.,P
pourquoi,pourquoi,60
dévonien,dévonien,21
",",",",p
cambrien,cambrien,21
",",",",p
jurassique,jurassique,30
",",",",p
comme,comme,83
si,si,83
les,le,71
terres,terre,22
désignées,désigné,31
par,par,81
ces,ce,74
mots,mot,21
n',ne,60
étaient,être,18
pas,pas,60
ailleurs,ailleurs,60
qu',que,83
en,en,81
Devonshire,Devonshire,20
",",",",p
près,près,81
de,de,81
Cambridge,Cambridge,20
",",",",p
et,et,82
dans,dans,81
le,le,71
Jura,Jura,20
/?,/?,P
impossible,impossible,30
de,de,81
s',se,51
y,y,52
reconnaître,reconnaître,14
!,!,p
ce,ce,52
qui,qui,52
est,être,17
système,système,21
pour,pour,81
l',le,71
un,un,52
est,être,17
pour,pour,81
l',le,71
autre,autre,52
un,un,71
étage,étage,21
",",",",p
pour,pour,81
un,un,71
troisième,troisième,72
une,un,71
simple,simple,22
assise,assis,31
/.,/.,P
les,le,71
feuillets,feuillet,21
des,de,81
des,le,71
couches,couche,22
",",",",p
s',se,51
entremêlent,entremêler,17
",",",",p
s',se,51
embrouillent,embrouiller,17
;,;,p
mais,mais,82
Omalius,Omalius,20
d',de,81
Halloy,Halloy,20
vous,vous,51
prévient,prévenir,17
qu',que,83
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
croire,croire,14
aux,à,81
aux,le,71
divisions,division,22
géologiques,géologique,30
/.,/.,P
cette,ce,74
déclaration,déclaration,22
les,le,52
soulagea,soulager,19
-,-,p
et,et,82
quand,quand,83
ils,ils,51
eurent,avoir,19
vu,voir,12
des,de,81
des,le,71
calcaires,calcaire,21
à,à,81
polypiers,polypier,21
dans,dans,81
la,le,71
plaine,plaine,22
de,de,81
Caen,Caen,20
",",",",p
des,de,81
des,le,71
phillades,phillade,21
à,à,81
Balleroy,Balleroy,20
",",",",p
du,de,81
du,le,71
kaolin,kaolin,21
à,à,81
Saint,Saint,20
Blaise,Blaise,20
",",",",p
de,de,81
l',le,71
oolithe,oolithe,21
partout,partout,60
",",",",p
et,et,82
cherché,cherché,31
de,de,81
la,le,71
houille,houille,22
à,à,81
Cartigny,Cartigny,20
",",",",p
et,et,82
du,de,81
du,le,71
mercure,mercure,21
à,à,81
la,le,71
Chapelle en Juger,Chapelle en Juger,20
près,près,81
Saint-Lô,Saint-Lô,20
",",",",p
ils,ils,51
décidèrent,décider,19
une,un,71
excursion,excursion,22
plus,plus,60
lointaine,lointain,30
",",",",p
un,un,71
voyage,voyage,21
au,à,81
au,le,71
Havre,Havre,20
pour,pour,81
étudier,étudier,14
le,le,71
quartz,quartz,21
pyromaque,pyromaque,30
et,et,82
l',le,71
argile,argile,22
de,de,81
Kimmeridge,Kimmeridge,20
/!,/!,P
à,à,81
peine,peine,22
descendus,descendu,31
du,de,81
du,le,71
paquebot,paquebot,21
",",",",p
ils,ils,51
demandèrent,demander,19
le,le,71
chemin,chemin,21
qui,qui,52
conduit,conduire,17
sous,sous,81
les,le,71
phares,phare,21
/.,/.,P
des,de,81
des,le,71
éboulements,éboulement,21
l',le,52
obstruaient,obstruer,18
;,;,p
-,-,p
il,il,51
était,être,18
dangereux,dangereux,30
de,de,81
s',se,51
y,y,52
hasarder,hasarder,14
/.,/.,P
un,un,71
loueur,loueur,21
de,de,81
voitures,voiture,22
les,le,52
accosta,accoster,19
",",",",p
et,et,82
leur,leur,52
offrit,offrir,19
des,de,81
des,le,71
promenades,promenade,22
aux,à,81
aux,le,71
environs,environs,21
",",",",p
Ingouville,Ingouville,20
",",",",p
Octeville,Octeville,20
",",",",p
Fécamp,Fécamp,20
",",",",p
Lillebonne,Lillebonne,20
",",",",p
“,“,p
Rome,Rome,20
s',si,83
il,il,51
le,le,52
fallait,falloir,18
“,“,p
/.,/.,P
ses,son,73
prix,prix,21
étaient,être,18
déraisonnables,déraisonnable,30
;,;,p
mais,mais,82
le,le,71
nom,nom,21
de,de,81
Fécamp,Fécamp,20
les,le,52
avait,avoir,18
frappés,frapper,12
:,:,p
en,en,81
se,se,51
détournant,détourner,13
un,un,71
peu,peu,60
sur,sur,81
la,le,71
route,route,22
",",",",p
on,on,51
pouvait,pouvoir,18
voir,voir,14
Etretat,Etretat,20
-,-,p
et,et,82
ils,ils,51
prirent,prendre,19
la,le,71
gondole,gondole,22
de,de,81
Fécamp,Fécamp,20
",",",",p
pour,pour,81
se,se,51
rendre,rendre,14
au,à,81
au,le,71
plus,plus,60
loin,loin,60
",",",",p
d'abord,d'abord,60
/.,/.,P
dans,dans,81
la,le,71
gondole,gondole,22
Bouvard,Bouvard,20
et,et,82
Pécuchet,Pécuchet,20
firent,faire,19
la,le,71
conversation,conversation,22
avec,avec,81
trois,trois,72
paysans,paysan,21
",",",",p
deux,deux,72
bonnes,bon,30
femmes,femme,22
",",",",p
un,un,71
séminariste,séminariste,21
",",",",p
et,et,82
n',ne,60
hésitèrent,hésiter,19
pas,pas,60
à,à,81
se,se,51
qualifier,qualifier,14
d',de,81
ingénieurs,ingénieur,21
/.,/.,P
on,on,51
s',se,51
arrêta,arrêter,19
devant,devant,81
le,le,71
bassin,bassin,21
/.,/.,P
ils,ils,51
gagnèrent,gagner,19
la,le,71
falaise,falaise,22
",",",",p
et,et,82
cinq,cinq,72
minutes,minute,22
après,après,81
",",",",p
la,le,52
frôlèrent,frôler,19
",",",",p
pour,pour,81
éviter,éviter,14
une,un,71
grande,grand,30
flaque,flaque,22
d',de,81
eau,eau,22
avançant,avancer,13
comme,comme,83
un,un,71
golfe,golfe,21
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
rivage,rivage,21
/.,/.,P
ensuite,ensuite,60
",",",",p
ils,ils,51
virent,voir,19
une,un,71
arcade,arcade,22
qui,qui,52
s',se,51
ouvrait,ouvrir,18
sur,sur,81
une,un,71
grotte,grotte,22
profonde,profond,30
/.,/.,P
elle,il,51
était,être,18
sonore,sonore,30
",",",",p
très,très,60
claire,clair,30
",",",",p
pareille,pareil,30
à,à,81
une,un,71
église,église,22
",",",",p
avec,avec,81
des,de,81
des,le,71
colonnes,colonne,22
de,de,81
haut,haut,21
en,en,81
bas,bas,21
",",",",p
et,et,82
un,un,71
tapis,tapis,21
de,de,81
varech,varech,21
tout,tout,75
le,le,71
long,long,21
de,de,81
ses,son,73
dalles,dalle,22
/.,/.,P
cet,ce,74
ouvrage,ouvrage,21
de,de,81
la,le,71
nature,nature,22
les,le,52
étonna,étonner,19
;,;,p
et,et,82
ils,ils,51
s',se,51
élevèrent,élever,19
à,à,81
des,de,81
des,le,71
considérations,considération,22
sur,sur,81
l',le,71
origine,origine,22
du,de,81
du,le,71
monde,monde,21
/.,/.,P
Bouvard,Bouvard,20
penchait,pencher,18
vers,vers,81
le,le,71
neptunisme,neptunisme,21
/.,/.,P
Pécuchet,Pécuchet,20
au,à,81
au,le,71
contraire,contraire,21
était,être,18
plutonien,plutonien,30
/.,/.,P
le,le,71
feu,feu,21
central,central,30
avait,avoir,18
brisé,briser,12
la,le,71
croûte,croûte,22
du,de,81
du,le,71
globe,globe,21
",",",",p
soulevé,soulevé,31
les,le,71
terrains,terrain,21
",",",",p
fait,fait,21
des,de,81
des,le,71
crevasses,crevasse,22
/.,/.,P
c',ce,52
est,être,17
comme,comme,83
une,un,71
mer,mer,22
intérieure,intérieur,30
ayant,avoir,13
son,son,73
flux,flux,21
et,et,82
reflux,reflux,21
",",",",p
ses,son,73
tempêtes,tempête,22
/.,/.,P
une,un,71
mince,mince,30
pellicule,pellicule,22
nous,nous,51
en,en,52
sépare,séparer,17
/.,/.,P
on,on,51
ne,ne,60
dormirait,dormir,16
pas,pas,60
si,si,83
l',l',94
on,on,51
songeait,songer,18
à,à,81
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
y,y,52
a,avoir,17
sous,sous,81
nos,notre,73
talons,talon,21
/.,/.,P
-,-,p
cependant,cependant,82
le,le,71
feu,feu,21
central,central,30
diminue,diminuer,17
",",",",p
et,et,82
le,le,71
soleil,soleil,21
s',se,51
affaiblit,affaiblir,19
",",",",p
si,si,60
bien,bien,60
que,que,83
la,le,71
terre,terre,22
un,un,71
jour,jour,21
périra,périr,15
de,de,81
refroidissement,refroidissement,21
/.,/.,P
elle,il,51
deviendra,devenir,15
stérile,stérile,30
;,;,p
tout,tout,75
le,le,71
bois,bois,21
et,et,82
toute,tout,75
la,le,71
houille,houille,22
se,se,51
seront,être,15
convertis,convertir,12
en,en,81
acide,acide,21
carbonique,carbonique,30
-,-,p
et,et,82
aucun,aucun,75
être,être,21
ne,ne,60
pourra,pouvoir,15
subsister,subsister,14
/.,/.,P
-,-,p
“,“,p
nous,nous,51
n',ne,60
y,y,52
sommes,être,17
pas,pas,60
encore,encore,60
“,“,p
dit,dire,12
Bouvard,Bouvard,20
/.,/.,P
-,-,p
“,“,p
espérons,espérer,17
le,le,52
!,!,p
reprit,reprendre,19
Pécuchet,Pécuchet,20
/.,/.,P
n',ne,60
importe,importer,17
!,!,p
cette,ce,74
fin,fin,22
du,de,81
du,le,71
monde,monde,21
",",",",p
si,si,60
lointaine,lointain,30
qu',que,83
elle,il,51
fût,être,19
",",",",p
les,le,52
assombrit,assombrir,17
-,-,p
et,et,82
côte,côte,22
à,à,81
côte,côte,22
",",",",p
ils,ils,51
marchaient,marcher,18
silencieusement,silencieusement,60
sur,sur,81
les,le,71
galets,galet,21
/.,/.,P
la,le,71
falaise,falaise,22
",",",",p
perpendiculaire,perpendiculaire,30
",",",",p
toute,tout,60
blanche,blanc,30
et,et,82
rayée,rayé,31
en,en,81
noir,noir,21
",",",",p
çà,çà,60
et,et,82
là,là,60
",",",",p
par,par,81
des,de,81
des,le,71
lignes,ligne,22
de,de,81
silex,silex,21
",",",",p
s',se,51
en,en,52
allait,aller,18
vers,vers,81
l',le,71
horizon,horizon,21
tel,tel,75
que,que,83
la,le,71
courbe,courbe,22
d',de,81
un,un,71
rempart,rempart,21
ayant,avoir,13
cinq,cinq,72
lieues,lieue,22
d',de,81
étendue,étendue,22
/.,/.,P
un,un,71
vent,vent,21
d',de,81
est,est,21
",",",",p
âpre,âpre,30
et,et,82
froid,froid,30
soufflait,souffler,18
/.,/.,P
le,le,71
ciel,ciel,21
était,être,18
gris,gris,30
",",",",p
la,le,71
mer,mer,22
verdâtre,verdâtre,30
et,et,82
comme,comme,83
enflée,enflé,31
/.,/.,P
du,de,81
du,le,71
sommet,sommet,21
des,de,81
des,le,71
roches,roche,22
",",",",p
des,de,81
des,le,71
oiseaux,oiseau,21
s',se,51
envolaient,envoler,18
",",",",p
tournoyaient,tournoyer,18
",",",",p
rentraient,rentrer,18
vite,vite,60
dans,dans,81
leurs,leur,73
trous,trou,21
/.,/.,P
quelquefois,quelquefois,60
",",",",p
une,un,71
pierre,pierre,22
se,se,51
détachant,détacher,13
",",",",p
rebondissait,rebondir,18
de,de,81
place,place,22
en,en,81
place,place,22
",",",",p
avant,avant,81
de,de,81
descendre,descendre,14
jusqu',jusque,81
à,à,81
eux,ils,51
/.,/.,P
Pécuchet,Pécuchet,20
poursuivait,poursuivre,18
à,à,81
haute,haut,30
voix,voix,22
ses,son,73
pensées,pensée,22
:,:,p
-,-,p
“,“,p
à,à,81
moins,moins,60
que,que,83
la,le,71
terre,terre,22
ne,ne,60
soit,être,17
anéantie,anéantir,12
par,par,81
un,un,71
cataclysme,cataclysme,21
/?,/?,P
on,on,51
ignore,ignorer,17
la,le,71
longueur,longueur,22
de,de,81
notre,notre,73
période,période,22
/.,/.,P
le,le,71
feu,feu,21
central,central,30
n',ne,60
a,avoir,17
qu',que,83
à,à,81
déborder,déborder,14
/.,/.,P
“,“,p
-,-,p
“,“,p
pourtant,pourtant,60
",",",",p
il,il,51
diminue,diminuer,17
/?,/?,P
cela,cela,52
n',ne,60
empêche,empêcher,17
pas,pas,60
ses,son,73
explosions,explosion,22
d',de,81
avoir,avoir,14
produit,produire,12
l',le,71
île,île,22
Julia,Julia,20
",",",",p
le,le,52
monte,monter,17
Nuovo,Nuovo,20
",",",",p
bien,bien,60
d',de,81
autres,autre,52
encore,encore,60
/.,/.,P
“,“,p
Bouvard,Bouvard,20
se,se,51
rappelait,rappeler,18
avoir,avoir,14
lu,lire,12
ces,ce,74
détails,détail,21
dans,dans,81
Bertrand,Bertrand,20
-,-,p
“,“,p
mais,mais,82
de,de,81
pareils,pareil,30
faits,fait,21
n',ne,60
arrivent,arriver,17
pas,pas,60
en,en,81
Europe,Europe,20
/?,/?,P
mille,mille,72
excuses,excuse,22
!,!,p
témoin,témoin,21
celui,celui,52
de,de,81
Lisbonne,Lisbonne,20
/!,/!,P
quant,quand,83
à,à,81
nos,notre,73
pays,pays,21
",",",",p
les,le,71
mines,mine,22
de,de,81
houille,houille,22
et,et,82
de,de,81
pyrite,pyrite,22
martiale,martial,30
y,y,52
sont,être,17
nombreuses,nombreux,30
et,et,82
peuvent,pouvoir,17
très,très,60
bien,bien,60
en,en,81
se,se,51
décomposant,décomposer,13
",",",",p
former,former,14
les,le,71
bouches,bouche,22
volcaniques,volcanique,30
/.,/.,P
les,le,71
volcans,volcan,21
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
éclatent,éclater,17
toujours,toujours,60
près,près,81
de,de,81
la,le,71
mer,mer,22
/.,/.,P
“,“,p
Bouvard,Bouvard,20
promena,promener,19
sa,son,73
vue,vue,22
sur,sur,81
les,le,71
flots,flot,21
",",",",p
et,et,82
crut,croire,19
distinguer,distinguer,14
au,à,81
au,le,71
loin,loin,60
",",",",p
une,un,71
fumée,fumée,22
qui,qui,52
montait,monter,18
vers,vers,81
le,le,71
ciel,ciel,21
/.,/.,P
-,-,p
“,“,p
puisque,puisque,83
l',le,71
île,île,22
Julia,Julia,20
“,“,p
reprit,reprendre,19
Pécuchet,Pécuchet,20
",",",",p
“,“,p
a,avoir,17
disparu,disparaître,12
",",",",p
des,de,81
des,le,71
terrains,terrain,21
produits,produit,31
par,par,81
la,le,71
même,même,75
cause,cause,22
",",",",p
auront,avoir,15
peut-être,peut-être,60
",",",",p
le,le,71
même,même,75
sort,sort,21
/?,/?,P
un,un,71
îlot,îlot,21
de,de,81
l',le,71
archipel,archipel,21
est,être,17
aussi,aussi,60
important,important,30
que,que,83
la,le,71
Normandie,Normandie,20
",",",",p
et,et,82
même,même,60
que,que,83
l',le,71
Europe,Europe,20
/.,/.,P
“,“,p
Bouvard,Bouvard,20
se,se,51
figura,figurer,19
l',le,71
Europe,Europe,20
engloutie,englouti,31
dans,dans,81
un,un,71
abîme,abîme,21
/.,/.,P
-,-,p
“,“,p
admets,admettre,17
“,“,p
dit,dire,19
Pécuchet,Pécuchet,20
“,“,p
qu',que,83
un,un,71
tremblement,tremblement,21
de,de,81
terre,terre,22
ait,avoir,17
lieu,lieu,21
sous,sous,81
la,le,71
Manche,Manche,20
/.,/.,P
les,le,71
eaux,eau,22
se,se,51
ruent,ruer,17
dans,dans,81
l',le,71
Atlantique,Atlantique,20
/.,/.,P
les,le,71
côtes,côte,22
de,de,81
la,le,71
France,France,20
et,et,82
de,de,81
l',le,71
Angleterre,Angleterre,20
en,en,81
chancelant,chanceler,13
sur,sur,81
leur,leur,73
base,base,22
",",",",p
s',se,51
inclinent,incliner,17
",",",",p
se,se,51
rejoignent,rejoindre,17
",",",",p
et,et,82
v'lan,v'lan,93
!,!,p
tout,tout,75
l',le,71
entre-deux,entre-deux,21
est,être,17
écrasé,écraser,12
/.,/.,P
“,“,p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
répondre,répondre,14
",",",",p
Bouvard,Bouvard,20
se,se,51
mit,mettre,19
à,à,81
marcher,marcher,14
tellement,tellement,60
vite,vite,60
qu',que,83
il,il,51
fut,être,19
bientôt,bientôt,60
à,à,81
cent,cent,72
pas,pas,21
de,de,81
Pécuchet,Pécuchet,20
/.,/.,P
étant,être,13
seul,seul,30
",",",",p
l',le,71
idée,idée,22
d',de,81
un,un,71
cataclysme,cataclysme,21
le,le,52
troubla,troubler,19
/.,/.,P
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
mangé,manger,12
depuis,depuis,81
le,le,71
matin,matin,21
/.,/.,P
ses,son,73
tempes,tempe,22
bourdonnaient,bourdonner,18
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
le,le,71
sol,sol,21
",",",",p
lui,lui,51
parut,paraître,19
tressaillir,tressaillir,14
",",",",p
-,-,p
et,et,82
la,le,71
falaise,falaise,22
au-dessus,au-dessus,60
/.,/.,P
