11698
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-sixième extrait>,<>,<> 
elle,il,51
se,se,51
mit,mettre,19
à,à,81
trembler,trembler,14
si,si,60
fort,fort,60
que,que,83
la,le,71
tasse,tasse,22
et,et,82
le,le,71
sucrier,sucrier,21
se,se,51
heurtèrent,heurter,19
plusieurs,plusieurs,75
fois,fois,22
de,de,81
suite,suite,22
/.,/.,P
Mariolle,Mariolle,20
alla,aller,19
vers,vers,81
elle,il,51
",",",",p
prit,prendre,19
entre,entre,81
ses,son,73
mains,main,22
le,le,71
plateau,plateau,21
",",",",p
le,le,52
posa,poser,19
sur,sur,81
la,le,71
table,table,22
",",",",p
et,et,82
lui,lui,51
dit,dire,19
",",",",p
comme,comme,83
elle,il,51
baissait,baisser,18
les,le,71
paupières,paupière,22
:,:,p
-,-,p
regarde,regarder,17
moi,moi,51
",",",",p
petite,petite,22
/.,/.,P
elle,il,51
le,le,52
regarda,regarder,19
",",",",p
les,le,71
cils,cil,21
pleins,plein,30
de,de,81
larmes,larme,22
/.,/.,P
il,il,51
reprit,reprendre,19
:,:,p
-,-,p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
que,que,83
tu,tu,51
pleures,pleurer,17
/.,/.,P
comme,comme,83
il,il,51
la,le,52
pressait,presser,18
contre,contre,81
lui,lui,51
",",",",p
il,il,51
la,le,52
sentit,sentir,19
frémir,frémir,14
de,de,81
la,le,71
tête,tête,22
aux,à,81
aux,le,71
pieds,pied,21
",",",",p
et,et,82
elle,il,51
murmura,murmurer,19
:,:,p
“,“,p
oh,oh,93
!,!,p
mon,mon,73
dieu,dieu,21
/!,/!,P
il,il,51
comprit,comprendre,19
que,que,83
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
de,de,81
la,le,71
peine,peine,22
",",",",p
que,que,83
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
du,de,81
du,le,71
regret,regret,21
",",",",p
que,que,83
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
du,de,81
du,le,71
remords,remords,21
",",",",p
qui,qui,52
lui,lui,51
faisaient,faire,18
balbutier,balbutier,14
ces,ce,74
trois,trois,72
mots,mot,21
",",",",p
mais,mais,82
du,de,81
du,le,71
bonheur,bonheur,21
",",",",p
du,de,81
du,le,71
vrai,vrai,30
bonheur,bonheur,21
/.,/.,P
ce,ce,52
fut,être,19
en,en,81
lui,lui,51
un,un,71
contentement,contentement,21
étrange,étrange,30
",",",",p
égoïste,égoïste,30
",",",",p
plutôt,plutôt,60
physique,physique,30
que,que,83
moral,moral,30
",",",",p
de,de,81
sentir,sentir,14
serrée,serré,31
contre,contre,81
sa,son,73
poitrine,poitrine,22
cette,ce,74
petite,petit,30
personne,personne,22
qui,qui,52
l',le,52
aimait,aimer,18
enfin,enfin,60
/.,/.,P
il,il,51
l',le,52
en,en,52
remerciait,remercier,18
comme,comme,83
ferait,faire,16
",",",",p
au,à,81
au,le,71
bord,bord,21
d',de,81
une,un,71
route,route,22
",",",",p
un,un,71
blessé,blessé,21
secouru,secouru,31
par,par,81
une,un,71
femme,femme,22
qui,qui,52
passe,passer,17
;,;,p
il,il,51
l',le,52
en,en,52
remerciait,remercier,18
de,de,81
tout,tout,75
son,son,73
coeur,coeur,21
meurtri,meurtri,31
",",",",p
trahi,trahi,31
dans,dans,81
ses,son,73
inutiles,inutile,30
élans,élan,21
",",",",p
affamé,affamé,31
de,de,81
tendresse,tendresse,22
par,par,81
l',le,71
indifférence,indifférence,22
d',de,81
une,un,71
autre,autre,52
;,;,p
et,et,82
il,il,51
la,le,52
plaignait,plaindre,18
un,un,71
peu,peu,60
",",",",p
au,à,81
au,le,71
fond,fond,21
de,de,81
sa,son,73
pensée,pensée,22
/.,/.,P
la,le,52
regardant,regarder,13
ainsi,ainsi,60
",",",",p
pâlie,pâli,31
et,et,82
larmoyante,larmoyant,30
",",",",p
avec,avec,81
ses,son,73
yeux,oeil,21
brûlés,brûlé,31
d',de,81
amour,amour,21
",",",",p
il,il,51
se,se,51
dit,dire,19
tout,tout,60
à,à,81
coup,coup,21
:,:,p
“,“,p
mais,mais,82
elle,il,51
est,être,17
belle,beau,30
/!,/!,P
comme,comme,83
une,un,71
femme,femme,22
se,se,51
transforme,transformer,17
vite,vite,60
",",",",p
devient,devenir,17
ce,ce,52
qu',que,52
il,il,51
faut,falloir,17
qu',que,83
elle,il,51
soit,être,17
",",",",p
suivant,suivant,81
les,le,71
désirs,désir,21
de,de,81
son,son,73
âme,âme,22
ou,ou,82
les,le,71
besoins,besoin,21
de,de,81
sa,son,73
vie,vie,22
/!,/!,P
assieds,asseoir,17
toi,toi,51
",",",",p
lui,lui,51
dit,dire,19
il,il,51
/.,/.,P
elle,il,51
s',se,51
assit,asseoir,19
/.,/.,P
il,il,51
prit,prendre,19
ses,son,73
mains,main,22
",",",",p
ses,son,73
pauvres,pauvre,30
mains,main,22
de,de,81
travailleuse,travailleuse,22
",",",",p
devenues,devenu,31
blanches,blanc,30
",",",",p
devenues,devenu,31
fines,fin,30
pour,pour,81
lui,lui,51
",",",",p
et,et,82
",",",",p
tout,tout,60
doucement,doucement,60
",",",",p
avec,avec,81
des,de,81
des,le,71
phrases,phrase,22
adroites,adroit,30
",",",",p
il,il,51
lui,lui,51
parla,parler,19
de,de,81
l',le,71
attitude,attitude,22
qu',que,52
ils,ils,51
devaient,devoir,18
garder,garder,14
l',le,71
un,un,52
envers,envers,81
l',le,71
autre,autre,52
/.,/.,P
elle,il,51
n',ne,60
était,être,18
plus,plus,60
sa,son,73
domestique,domestique,22
",",",",p
mais,mais,82
en,en,52
conserverait,conserver,16
un,un,71
peu,peu,60
l',le,71
apparence,apparence,22
",",",",p
afin,afin,81
de,de,81
ne,ne,60
pas,pas,60
apporter,apporter,14
de,de,81
scandale,scandale,21
dans,dans,81
le,le,71
village,village,21
/.,/.,P
elle,il,51
vivrait,vivre,16
près,près,81
de,de,81
lui,lui,51
comme,comme,83
une,un,71
gouvernante,gouvernante,22
",",",",p
et,et,82
lui,lui,51
ferait,faire,16
souvent,souvent,60
la,le,71
lecture,lecture,22
",",",",p
ce,ce,52
qui,qui,52
servirait,servir,16
de,de,81
prétexte,prétexte,21
à,à,81
cette,ce,74
situation,situation,22
nouvelle,nouveau,30
/.,/.,P
dans,dans,81
quelque,quelque,75
temps,temps,21
même,même,30
",",",",p
lorsque,lorsque,83
ses,son,73
fonctions,fonction,22
de,de,81
lectrice,lectrice,22
seraient,être,16
tout,tout,60
à,à,81
fait,fait,21
établies,établir,12
",",",",p
il,il,51
la,le,52
ferait,faire,16
manger,manger,14
à,à,81
sa,son,73
table,table,22
/.,/.,P
quand,quand,83
il,il,51
eut,avoir,19
fini,finir,12
de,de,81
parler,parler,14
",",",",p
elle,il,51
lui,lui,51
répondit,répondre,19
simplement,simplement,60
:,:,p
-,-,p
non,non,60
",",",",p
monsieur,monsieur,21
:,:,p
je,je,51
suis,être,17
et,et,82
je,je,51
resterai,rester,15
votre,votre,73
servante,servante,22
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
qu',que,83
on,on,51
jase,jaser,17
et,et,82
qu',que,83
on,on,51
apprenne,apprendre,17
ce,ce,52
qui,qui,52
s',se,51
est,être,17
passé,passer,12
/.,/.,P
elle,il,51
ne,ne,60
céda,céder,19
point,point,60
",",",",p
bien,bien,60
qu',que,83
il,il,51
insistât,insister,18
beaucoup,beaucoup,60
;,;,p
et,et,82
",",",",p
quand,quand,83
il,il,51
eut,avoir,19
bu,boire,12
son,son,73
thé,thé,21
",",",",p
elle,il,51
remporta,remporter,19
son,son,73
plateau,plateau,21
",",",",p
pendant,pendant,81
qu',que,83
il,il,51
la,le,52
suivait,suivre,18
d',de,81
un,un,71
regard,regard,21
attendri,attendri,31
/.,/.,P
quand,quand,83
elle,il,51
fut,être,19
partie,partir,12
",",",",p
il,il,51
songea,songer,19
:,:,p
“,“,p
c',ce,52
est,être,17
une,un,71
femme,femme,22
/.,/.,P
toutes,tout,75
les,le,71
femmes,femme,22
sont,être,17
égales,égal,30
quand,quand,83
elles,ils,51
nous,nous,51
plaisent,plaire,17
/.,/.,P
j',je,51
ai,avoir,17
fait,faire,12
de,de,81
ma,mon,73
bonne,bonne,22
ma,mon,73
maîtresse,maîtresse,22
/.,/.,P
jolie,joli,30
",",",",p
elle,il,51
deviendra,devenir,15
peut-être,peut-être,60
charmante,charmant,30
/!,/!,P
elle,il,51
est,être,17
",",",",p
en,en,81
tous,tout,75
les,le,71
cas,cas,21
",",",",p
plus,plus,60
jeune,jeune,30
et,et,82
plus,plus,60
fraîche,frais,30
que,que,83
les,le,71
mondaines,mondain,30
et,et,82
que,que,83
les,le,71
cocottes,cocotte,22
/.,/.,P
qu',que,52
importe,importer,17
",",",",p
après,après,81
tout,tout,52
/!,/!,P
beaucoup,beaucoup,60
d',de,81
actrices,actrice,22
célèbres,célèbre,30
ne,ne,60
sont,être,17
elle,il,51
pas,pas,60
des,de,81
des,le,71
filles,fille,22
de,de,81
concierges,concierge,22
/?,/?,P
on,on,51
les,le,52
reçoit,recevoir,17
cependant,cependant,82
comme,comme,83
des,de,81
des,le,71
dames,dame,22
",",",",p
on,on,51
les,le,52
adore,adorer,17
comme,comme,83
des,de,81
des,le,71
héroïnes,héroïne,22
de,de,81
roman,roman,21
",",",",p
et,et,82
des,de,81
des,le,71
princes,prince,21
les,le,52
traitent,traiter,17
comme,comme,83
des,de,81
des,le,71
souveraines,souveraine,22
/.,/.,P
est,être,17
ce,ce,52
à,à,81
cause,cause,22
de,de,81
leur,leur,73
talent,talent,21
",",",",p
souvent,souvent,60
douteux,douteux,30
",",",",p
ou,ou,82
de,de,81
leur,leur,73
beauté,beauté,22
",",",",p
souvent,souvent,60
contestable,contestable,30
/?,/?,P
non,non,60
/.,/.,P
mais,mais,82
une,un,71
femme,femme,22
a,avoir,17
toujours,toujours,60
",",",",p
en,en,81
vérité,vérité,22
",",",",p
la,le,71
situation,situation,22
qu',que,52
elle,il,51
impose,imposer,17
par,par,81
illusion,illusion,22
qu',que,83
elle,il,51
sait,savoir,17
produire,produire,14
/.,/.,P
“,“,p
il,il,51
fit,faire,19
ce,ce,74
jour,jour,21
là,là,60
une,un,71
longue,long,30
promenade,promenade,22
",",",",p
et,et,82
",",",",p
bien,bien,60
qu',que,83
au,à,81
au,le,71
fond,fond,21
de,de,81
son,son,73
coeur,coeur,21
il,il,51
sentît,sentir,18
toujours,toujours,60
le,le,71
même,même,75
mal,mal,21
",",",",p
et,et,82
que,que,83
ses,son,73
jambes,jambe,22
fussent,être,18
pesantes,pesant,30
comme,comme,83
si,si,83
le,le,71
chagrin,chagrin,21
eût,avoir,19
détendu,détendre,12
tous,tout,75
les,le,71
ressorts,ressort,21
de,de,81
son,son,73
énergie,énergie,22
",",",",p
quelque,quelque,75
chose,chose,22
gazouillait,gazouiller,18
en,en,81
lui,lui,51
à,à,81
la,le,71
façon,façon,22
d',de,81
un,un,71
petit,petit,30
chant,chant,21
d',de,81
oiseau,oiseau,21
/.,/.,P
il,il,51
était,être,18
moins,moins,60
seul,seul,30
",",",",p
moins,moins,60
perdu,perdre,12
",",",",p
moins,moins,60
abandonné,abandonner,12
/.,/.,P
la,le,71
forêt,forêt,22
lui,lui,51
paraissait,paraître,18
moins,moins,60
déserte,désert,30
",",",",p
moins,moins,60
silencieuse,silencieux,30
et,et,82
moins,moins,60
vide,vide,30
/.,/.,P
et,et,82
il,il,51
rentra,rentrer,19
avec,avec,81
l',le,71
envie,envie,22
de,de,81
voir,voir,14
",",",",p
souriante,souriant,30
à,à,81
son,son,73
approche,approche,22
et,et,82
le,le,71
regard,regard,21
plein,plein,30
de,de,81
tendresse,tendresse,22
",",",",p
Elisabeth,Elisabeth,20
venir,venir,14
vers,vers,81
lui,lui,51
/.,/.,P
ce,ce,52
fut,être,19
pendant,pendant,81
près,près,81
d',de,81
un,un,71
mois,mois,21
une,un,71
vraie,vrai,30
idylle,idylle,22
au,à,81
au,le,71
bord,bord,21
de,de,81
la,le,71
petite,petit,30
rivière,rivière,22
/.,/.,P
Mariolle,Mariolle,20
fut,être,19
aimé,aimer,12
comme,comme,83
bien,bien,60
peu,peu,60
d',de,81
hommes,homme,21
peut-être,peut-être,60
l',le,52
ont,avoir,17
été,être,12
",",",",p
animalement,animalement,60
et,et,82
follement,follement,60
",",",",p
comme,comme,83
un,un,71
enfant,enfant,21
par,par,81
sa,son,73
mère,mère,22
",",",",p
comme,comme,83
un,un,71
chasseur,chasseur,21
par,par,81
son,son,73
chien,chien,21
/.,/.,P
il,il,51
était,être,18
tout,tout,52
pour,pour,81
elle,il,51
",",",",p
le,le,71
monde,monde,21
et,et,82
le,le,71
ciel,ciel,21
",",",",p
le,le,71
plaisir,plaisir,21
et,et,82
le,le,71
bonheur,bonheur,21
/.,/.,P
il,il,51
répondait,répondre,18
à,à,81
toutes,tout,75
ses,son,73
attentes,attente,22
ardentes,ardent,30
et,et,82
naïves,naïf,30
de,de,81
femme,femme,22
",",",",p
lui,lui,51
donnant,donner,13
dans,dans,81
un,un,71
baiser,baiser,21
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
pouvait,pouvoir,18
éprouver,éprouver,14
d',de,81
extase,extase,22
/.,/.,P
elle,il,51
n',ne,60
avait,avoir,18
plus,plus,60
que,que,83
lui,lui,51
dans,dans,81
le,le,71
regard,regard,21
",",",",p
dans,dans,81
l',le,71
âme,âme,22
",",",",p
dans,dans,81
le,le,71
coeur,coeur,21
et,et,82
dans,dans,81
la,le,71
chair,chair,22
",",",",p
enivrée,enivré,31
à,à,81
la,le,71
façon,façon,22
d',de,81
un,un,71
adolescent,adolescent,21
qui,qui,52
boit,boire,17
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
/.,/.,P
il,il,51
s',se,51
endormait,endormir,18
dans,dans,81
ses,son,73
bras,bras,21
",",",",p
il,il,51
se,se,51
réveillait,réveiller,18
sous,sous,81
ses,son,73
caresses,caresse,22
",",",",p
et,et,82
elle,il,51
s',se,51
enlaçait,enlacer,18
à,à,81
lui,lui,51
avec,avec,81
des,de,81
des,le,71
abandons,abandon,21
inimaginables,inimaginable,30
/.,/.,P
il,il,51
savourait,savourer,18
",",",",p
surpris,surpris,31
et,et,82
séduit,séduit,31
",",",",p
cette,ce,74
offrande,offrande,22
absolue,absolu,30
",",",",p
et,et,82
il,il,51
avait,avoir,18
l',le,71
impression,impression,22
que,que,83
c',ce,52
était,être,18
là,là,60
de,de,81
l',le,71
amour,amour,21
bu,boire,12
à,à,81
sa,son,73
source,source,22
même,même,30
",",",",p
aux,à,81
aux,le,71
lèvres,lèvre,22
de,de,81
la,le,71
nature,nature,22
/.,/.,P
il,il,51
demeurait,demeurer,18
toujours,toujours,60
triste,triste,30
cependant,cependant,82
",",",",p
triste,triste,30
et,et,82
désenchanté,désenchanté,31
d',de,81
une,un,71
façon,façon,22
constante,constant,30
et,et,82
profonde,profond,30
/.,/.,P
sa,son,73
petite,petit,30
maîtresse,maîtresse,22
lui,lui,51
plaisait,plaire,18
;,;,p
mais,mais,82
une,un,71
autre,autre,52
lui,lui,51
manquait,manquer,18
/.,/.,P
et,et,82
quand,quand,83
il,il,51
se,se,51
promenait,promener,18
dans,dans,81
les,le,71
prairies,prairie,22
",",",",p
sur,sur,81
les,le,71
bords,bord,21
du,de,81
du,le,71
Loing,Loing,20
",",",",p
se,se,51
demandant,demander,13
:,:,p
“,“,p
pourquoi,pourquoi,60
ce,ce,74
souci,souci,21
qui,qui,52
ne,ne,60
s',se,51
en,en,52
va,aller,17
pas,pas,60
?,?,p
il,il,51
se,se,51
trouvait,trouver,18
en,en,81
lui,lui,51
",",",",p
dès,dès,81
que,que,83
le,le,71
souvenir,souvenir,21
de,de,81
Paris,Paris,20
l',le,52
effleurait,effleurer,18
",",",",p
un,un,71
si,si,60
intolérable,intolérable,30
énervement,énervement,21
",",",",p
qu',que,83
il,il,51
rentrait,rentrer,18
pour,pour,81
n',ne,60
être,être,14
plus,plus,60
seul,seul,30
/.,/.,P
alors,alors,60
il,il,51
se,se,51
balançait,balancer,18
dans,dans,81
le,le,71
hamac,hamac,21
",",",",p
et,et,82
Elisabeth,Elisabeth,20
",",",",p
assise,assise,22
sur,sur,81
/.,/.,P
