11335
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente et unième extrait>,<>,<>
serait,être,16
funeste,funeste,30
loin,loin,60
de,de,81
m',je,51
être,être,14
utile,utile,30
/.,/.,P
probablement,probablement,60
sa,son,73
mort,mort,22
ne,ne,60
devra,devoir,15
avoir,avoir,14
lieu,lieu,21
que,que,83
dans,dans,81
plusieurs,plusieurs,75
mois,mois,21
",",",",p
mais,mais,82
elle,il,51
aura,avoir,15
lieu,lieu,21
/.,/.,P
j',je,51
exige,exiger,17
qu',que,83
il,il,51
meure,mourir,17
par,par,81
le,le,71
poison,poison,21
",",",",p
et,et,82
j',je,51
aimerais,aimer,16
mieux,mieux,60
le,le,52
laisser,laisser,14
vivre,vivre,14
que,que,83
de,de,81
le,le,52
voir,voir,14
atteint,atteindre,17
d',de,81
un,un,71
coup,coup,21
de,de,81
feu,feu,21
/.,/.,P
pour,pour,81
des,de,81
des,le,71
intérêts,intérêt,21
que,que,52
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
vous,vous,51
expliquer,expliquer,14
",",",",p
j',je,51
exige,exiger,17
que,que,83
votre,votre,73
vie,vie,22
soit,être,17
sauvée,sauver,12
/.,/.,P
Ferrante,Ferrante,20
était,être,18
ravi,ravir,12
de,de,81
ce,ce,74
ton,ton,21
d',de,81
autorité,autorité,22
que,que,52
la,le,71
duchesse,duchesse,22
prenait,prendre,18
avec,avec,81
lui,lui,51
:,:,p
ses,son,73
yeux,oeil,21
brillaient,briller,18
d',de,81
une,un,71
profonde,profond,30
joie,joie,22
/.,/.,P
ainsi,ainsi,60
que,que,83
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
il,il,51
était,être,18
horriblement,horriblement,60
maigre,maigre,30
;,;,p
mais,mais,82
on,on,51
voyait,voir,18
qu',que,83
il,il,51
avait,avoir,18
été,être,12
fort,fort,60
beau,beau,30
dans,dans,81
sa,son,73
première,premier,72
jeunesse,jeunesse,22
",",",",p
et,et,82
il,il,51
croyait,croire,18
être,être,14
encore,encore,60
ce,ce,52
qu',que,52
il,il,51
avait,avoir,18
été,être,12
jadis,jadis,60
/.,/.,P
suis,être,17
je,je,51
fou,fou,30
",",",",p
se,se,51
dit,dire,19
il,il,51
",",",",p
ou,ou,82
bien,bien,60
la,le,71
duchesse,duchesse,22
veut,vouloir,17
elle,il,51
un,un,71
jour,jour,21
",",",",p
quand,quand,83
je,je,51
lui,lui,51
aurai,avoir,15
donné,donner,12
cette,ce,74
preuve,preuve,22
de,de,81
dévouement,dévouement,21
",",",",p
faire,faire,14
de,de,81
moi,moi,51
l',le,71
homme,homme,21
le,le,71
plus,plus,60
heureux,heureux,30
/?,/?,P
et,et,82
dans,dans,81
le,le,71
fait,fait,21
",",",",p
pourquoi,pourquoi,60
pas,pas,60
/?,/?,P
est,être,17
ce,ce,52
que,que,83
je,je,51
ne,ne,60
vaux,valoir,17
point,point,60
cette,ce,74
poupée,poupée,22
de,de,81
comte,comte,21
Mosca,Mosca,20
qui,qui,52
",",",",p
dans,dans,81
l',le,71
occasion,occasion,22
",",",",p
n',ne,60
a,avoir,17
rien,rien,52
pu,pouvoir,12
pour,pour,81
elle,il,51
",",",",p
pas,pas,60
même,même,60
faire,faire,14
évader,évader,14
monsignore,monsignore,21
Fabrice,Fabrice,20
/?,/?,P
-,-,p
je,je,51
puis,pouvoir,17
vouloir,vouloir,14
sa,son,73
mort,mort,22
dès,dès,81
demain,demain,60
",",",",p
continua,continuer,19
la,le,71
duchesse,duchesse,22
",",",",p
toujours,toujours,60
du,de,81
du,le,71
même,même,75
air,air,21
d',de,81
autorité,autorité,22
/.,/.,P
vous,vous,51
connaissez,connaître,17
cet,ce,74
immense,immense,30
réservoir,réservoir,21
d',de,81
eau,eau,22
qui,qui,52
est,être,17
au,à,81
au,le,71
coin,coin,21
du,de,81
du,le,71
palais,palais,21
",",",",p
tout,tout,60
près,près,81
de,de,81
la,le,71
cachette,cachette,22
que,que,52
vous,vous,51
avez,avoir,17
occupée,occuper,12
quelquefois,quelquefois,60
;,;,p
il,il,51
est,être,17
un,un,71
moyen,moyen,21
secret,secret,30
de,de,81
faire,faire,14
couler,couler,14
toute,tout,75
cette,ce,74
eau,eau,22
dans,dans,81
la,le,71
rue,rue,22
:,:,p
hé,hé,93
bien,bien,60
!,!,p
ce,ce,52
sera,être,15
là,là,60
le,le,71
signal,signal,21
de,de,81
ma,mon,73
vengeance,vengeance,22
/.,/.,P
vous,vous,51
verrez,voir,15
",",",",p
si,si,83
vous,vous,51
êtes,être,17
à,à,81
Parme,Parme,20
",",",",p
ou,ou,82
vous,vous,51
entendrez,entendre,15
dire,dire,14
",",",",p
si,si,83
vous,vous,51
habitez,habiter,17
les,le,71
bois,bois,21
",",",",p
que,que,83
le,le,71
grand,grand,30
réservoir,réservoir,21
du,de,81
du,le,71
palais,palais,21
Sanseverina,Sanseverina,20
a,avoir,17
crevé,crever,12
/.,/.,P
agissez,agir,17
aussitôt,aussitôt,60
",",",",p
mais,mais,82
par,par,81
le,le,71
poison,poison,21
",",",",p
et,et,82
surtout,surtout,60
n',ne,60
exposez,exposer,17
votre,votre,73
vie,vie,22
que,que,83
le,le,71
moins,moins,60
possible,possible,30
/.,/.,P
que,que,52
jamais,jamais,60
personne,personne,52
ne,ne,60
sache,savoir,17
que,que,83
j',je,51
ai,avoir,17
trempé,tremper,12
dans,dans,81
cette,ce,74
affaire,affaire,22
/.,/.,P
-,-,p
les,le,71
paroles,parole,22
sont,être,17
inutiles,inutile,30
",",",",p
répondit,répondre,19
Ferrante,Ferrante,20
avec,avec,81
un,un,71
enthousiasme,enthousiasme,21
mal,mal,60
contenu,contenu,31
:,:,p
je,je,51
suis,être,17
déjà,déjà,60
fixé,fixer,12
sur,sur,81
les,le,71
moyens,moyen,21
que,que,52
j',je,51
emploierai,employer,15
/.,/.,P
la,le,71
vie,vie,22
de,de,81
cet,ce,74
homme,homme,21
me,je,51
devient,devenir,17
plus,plus,60
odieuse,odieux,30
qu',que,83
elle,il,51
n',ne,60
était,être,18
",",",",p
puisque,puisque,83
je,je,51
n',ne,60
oserai,oser,15
vous,vous,51
revoir,revoir,14
tant,tant,60
qu',que,83
il,il,51
vivra,vivre,15
/.,/.,P
j',je,51
attendrai,attendre,15
le,le,71
signal,signal,21
du,de,81
du,le,71
réservoir,réservoir,21
crevé,crevé,31
dans,dans,81
la,le,71
rue,rue,22
/.,/.,P
il,il,51
salua,saluer,19
brusquement,brusquement,60
et,et,82
partit,partir,19
/.,/.,P
la,le,71
duchesse,duchesse,22
le,le,52
regardait,regarder,18
marcher,marcher,14
/.,/.,P
quand,quand,83
il,il,51
fut,être,19
dans,dans,81
l',le,71
autre,autre,75
chambre,chambre,22
",",",",p
elle,il,51
le,le,52
rappela,rappeler,19
/.,/.,P
-,-,p
Ferrante,Ferrante,20
!,!,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
;,;,p
homme,homme,21
sublime,sublime,30
/!,/!,P
il,il,51
rentra,rentrer,19
",",",",p
comme,comme,83
impatient,impatient,30
d',de,81
être,être,14
retenu,retenir,12
;,;,p
sa,son,73
figure,figure,22
était,être,18
superbe,superbe,30
en,en,81
cet,ce,74
instant,instant,21
/.,/.,P
-,-,p
et,et,82
vos,votre,73
enfants,enfant,21
/?,/?,P
-,-,p
madame,madame,22
",",",",p
ils,ils,51
seront,être,15
plus,plus,60
riches,riche,30
que,que,83
moi,moi,51
;,;,p
vous,vous,51
leur,leur,52
accordez,accorder,17
peut-être,peut-être,60
quelque,quelque,75
petite,petit,30
pension,pension,22
/.,/.,P
-,-,p
tenez,tenir,17
",",",",p
lui,lui,51
dit,dire,19
la,le,71
duchesse,duchesse,22
en,en,81
lui,lui,51
remettant,remettre,13
une,un,71
sorte,sorte,22
de,de,81
gros,gros,30
étui,étui,21
en,en,81
bois,bois,21
d',de,81
olivier,olivier,21
",",",",p
voici,voici,81
tous,tout,75
les,le,71
diamants,diamant,21
qui,qui,52
me,je,51
restent,rester,17
;,;,p
ils,ils,51
valent,valoir,17
cinquante,cinquante,72
mille,mille,72
francs,franc,21
/.,/.,P
-,-,p
ah,ah,93
",",",",p
madame,madame,22
!,!,p
vous,vous,51
m',je,51
humiliez,humilier,17
!,!,p
…,…,p
dit,dire,19
Ferrante,Ferrante,20
avec,avec,81
un,un,71
mouvement,mouvement,21
d',de,81
horreur,horreur,22
;,;,p
et,et,82
sa,son,73
figure,figure,22
changea,changer,19
du,de,81
du,le,71
tout,tout,21
au,à,81
au,le,71
tout,tout,21
/.,/.,P
-,-,p
je,je,51
ne,ne,60
vous,vous,51
reverrai,revoir,15
jamais,jamais,60
avant,avant,81
l',le,71
action,action,22
:,:,p
prenez,prendre,17
",",",",p
je,je,51
le,le,52
veux,vouloir,17
",",",",p
ajouta,ajouter,19
la,le,71
duchesse,duchesse,22
avec,avec,81
un,un,71
air,air,21
de,de,81
hauteur,hauteur,22
qui,qui,52
atterra,atterrer,19
Ferrante,Ferrante,20
;,;,p
il,il,51
mit,mettre,19
l',le,71
étui,étui,21
dans,dans,81
sa,son,73
poche,poche,22
et,et,82
sortit,sortir,19
/.,/.,P
la,le,71
porte,porte,22
avait,avoir,18
été,être,12
refermée,refermer,12
par,par,81
lui,lui,51
/.,/.,P
la,le,71
duchesse,duchesse,22
le,le,52
rappela,rappeler,19
de,de,81
nouveau,nouveau,21
;,;,p
il,il,51
rentra,rentrer,19
d',de,81
un,un,71
air,air,21
inquiet,inquiet,30
:,:,p
la,le,71
duchesse,duchesse,22
était,être,18
debout,debout,60
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
salon,salon,21
;,;,p
elle,il,51
se,se,51
jeta,jeter,19
dans,dans,81
ses,son,73
bras,bras,21
/.,/.,P
au,à,81
au,le,71
bout,bout,21
d',de,81
un,un,71
instant,instant,21
",",",",p
Ferrante,Ferrante,20
s',se,51
évanouit,évanouir,19
presque,presque,60
de,de,81
bonheur,bonheur,21
;,;,p
la,le,71
duchesse,duchesse,22
se,se,51
dégagea,dégager,19
de,de,81
ses,son,73
embrassements,embrassement,21
",",",",p
et,et,82
des,de,81
des,le,71
yeux,oeil,21
lui,lui,51
montra,montrer,19
la,le,71
porte,porte,22
/.,/.,P
-,-,p
voilà,voilà,81
le,le,71
seul,seul,30
homme,homme,21
qui,qui,52
m',je,51
ait,avoir,17
comprise,comprendre,12
",",",",p
se,se,51
/.,/.,P
