11441
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-quatrième extrait>,<>,<>
continuer,continuer,14
de,de,81
croire,croire,14
au,à,81
au,le,71
bien,bien,21
/.,/.,P
il,il,51
faut,falloir,17
donc,donc,82
qu',que,83
ils,ils,51
soient,être,17
nonchalants,nonchalant,30
jusqu',jusque,81
à,à,81
se,se,51
boucher,boucher,14
les,le,71
oreilles,oreille,22
",",",",p
ou,ou,82
que,que,83
ce,ce,74
bruit,bruit,21
du,de,81
du,le,71
reste,reste,21
du,de,81
du,le,71
monde,monde,21
les,le,52
vienne,venir,17
éveiller,éveiller,14
en,en,81
sursaut,sursaut,21
/.,/.,P
le,le,71
père,père,21
laisse,laisser,17
aller,aller,14
son,son,73
fils,fils,21
où,où,60
vont,aller,17
tant,tant,60
d',de,81
autres,autre,52
",",",",p
où,où,60
allait,aller,18
Caton,Caton,20
lui-même,lui-même,51
;,;,p
il,il,51
dit,dire,17
que,que,83
jeunesse,jeunesse,22
se,se,51
passe,passer,17
/.,/.,P
mais,mais,82
",",",",p
en,en,81
rentrant,rentrer,13
",",",",p
le,le,71
fils,fils,21
regarde,regarder,17
sa,son,73
soeur,soeur,22
;,;,p
et,et,82
voyez,voir,17
ce,ce,52
qu',que,52
a,avoir,17
produit,produire,12
en,en,81
lui,lui,51
une,un,71
heure,heure,22
passée,passé,31
en,en,81
tête-à-tête,tête-à-tête,21
avec,avec,81
la,le,71
brute,brut,30
réalité,réalité,22
!,!,p
il,il,51
faut,falloir,17
qu',que,83
il,il,51
se,se,51
dise,dire,17
:,:,p
ma,mon,73
soeur,soeur,22
n',ne,60
a,avoir,17
rien,rien,52
de,de,81
semblable,semblable,30
à,à,81
la,le,71
créature,créature,22
que,que,52
je,je,51
quitte,quitter,17
/.,/.,P
et,et,82
de,de,81
ce,ce,74
jour,jour,21
le,le,52
voilà,voilà,81
inquiet,inquiet,30
/.,/.,P
la,le,71
curiosité,curiosité,22
du,de,81
du,le,71
mal,mal,21
est,être,17
une,un,71
maladie,maladie,22
infâme,infâme,30
qui,qui,52
naît,naître,17
de,de,81
tout,tout,75
contact,contact,21
impur,impur,30
/.,/.,P
c',ce,52
est,être,17
l',le,71
instinct,instinct,21
rôdeur,rôdeur,21
des,de,81
des,le,71
fantômes,fantôme,21
qui,qui,52
lève,lever,17
la,le,71
pierre,pierre,22
des,de,81
des,le,71
tombeaux,tombeau,21
;,;,p
c',ce,52
est,être,17
une,un,71
torture,torture,22
inexplicable,inexplicable,30
dont,dont,52
dieu,dieu,21
punit,punir,17
ceux,celui,52
qui,qui,52
ont,avoir,17
failli,faillir,12
;,;,p
ils,ils,51
voudraient,vouloir,16
croire,croire,14
que,que,83
tout,tout,52
peut,pouvoir,17
faillir,faillir,14
",",",",p
et,et,82
ils,ils,51
en,en,52
seraient,être,16
peut-être,peut-être,60
désolés,désoler,12
/.,/.,P
mais,mais,82
ils,ils,51
s',se,51
enquêtent,enquêter,17
",",",",p
ils,ils,51
cherchent,chercher,17
",",",",p
disputent,disputer,17
;,;,p
ils,ils,51
penchent,pencher,17
la,le,71
tête,tête,22
de,de,81
côté,côté,21
comme,comme,83
un,un,71
architecte,architecte,21
qui,qui,52
ajuste,ajuster,17
une,un,71
équerre,équerre,22
",",",",p
et,et,82
travaillent,travailler,17
ainsi,ainsi,60
à,à,81
voir,voir,14
ce,ce,52
qu',que,52
ils,ils,51
désirent,désirer,17
/.,/.,P
du,de,81
du,le,71
mal,mal,21
prouvé,prouvé,31
",",",",p
ils,ils,51
en,en,52
sourient,sourire,17
;,;,p
du,de,81
du,le,71
mal,mal,21
douteux,douteux,30
",",",",p
ils,ils,51
en,en,52
jureraient,jurer,16
;,;,p
le,le,71
bien,bien,21
",",",",p
ils,ils,51
veulent,vouloir,17
voir,voir,14
derrière,derrière,81
/.,/.,P
-,-,p
qui,qui,52
sait,savoir,17
?,?,p
voilà,voilà,81
la,le,71
grande,grand,30
formule,formule,22
",",",",p
le,le,71
premier,premier,72
mot,mot,21
que,que,52
Satan,Satan,20
a,avoir,17
dit,dire,12
",",",",p
quand,quand,83
il,il,51
a,avoir,17
vu,voir,12
le,le,71
ciel,ciel,21
se,se,51
fermer,fermer,14
/.,/.,P
hélas,hélas,60
!,!,p
combien,combien,60
de,de,81
malheureux,malheureux,21
a,avoir,17
faits,faire,12
cette,ce,74
seule,seul,30
parole,parole,22
!,!,p
combien,combien,60
de,de,81
désastres,désastre,21
et,et,82
de,de,81
morts,mort,22
!,!,p
combien,combien,60
de,de,81
coups,coup,21
de,de,81
faux,faux,22
terribles,terrible,30
dans,dans,81
des,de,81
des,le,71
moissons,moisson,22
prêtes,prêt,30
à,à,81
pousser,pousser,14
!,!,p
combien,combien,60
de,de,81
coeurs,coeur,21
",",",",p
combien,combien,60
de,de,81
familles,famille,22
où,où,60
il,il,51
n',ne,60
y,y,52
a,avoir,17
plus,plus,60
que,que,83
des,de,81
des,le,71
ruines,ruine,22
depuis,depuis,81
que,que,83
ce,ce,74
mot,mot,21
s',se,51
y,y,52
est,être,17
fait,faire,12
entendre,entendre,14
/!,/!,P
qui,qui,52
sait,savoir,17
?,?,p
qui,qui,52
sait,savoir,17
?,?,p
parole,parole,22
infâme,infâme,30
/!,/!,P
plutôt,plutôt,60
que,que,83
de,de,81
la,le,52
prononcer,prononcer,14
",",",",p
on,on,51
devrait,devoir,16
faire,faire,14
comme,comme,83
les,le,71
moutons,mouton,21
qui,qui,52
ne,ne,60
savent,savoir,17
où,où,60
est,être,17
l',le,71
abattoir,abattoir,21
et,et,82
qui,qui,52
y,y,52
vont,aller,17
en,en,81
broutant,brouter,13
de,de,81
l',le,71
herbe,herbe,22
/.,/.,P
cela,cela,52
vaut,valoir,17
mieux,mieux,60
que,que,83
d',de,81
être,être,14
un,un,71
esprit,esprit,21
fort,fort,30
et,et,82
de,de,81
lire,lire,14
La Rochefoucauld,La Rochefoucauld,20
/.,/.,P
quel,quel,75
meilleur,meilleur,30
exemple,exemple,21
en,en,52
puis,pouvoir,17
je,je,51
donner,donner,14
que,que,83
ce,ce,52
que,que,52
je,je,51
raconte,raconter,17
en,en,81
ce,ce,74
moment,moment,21
/?,/?,P
ma,mon,73
maîtresse,maîtresse,22
voulait,vouloir,18
partir,partir,14
et,et,82
je,je,51
n',ne,60
avais,avoir,18
qu',que,83
à,à,81
dire,dire,14
un,un,71
mot,mot,21
/.,/.,P
je,je,51
la,le,52
voyais,voir,18
triste,triste,30
",",",",p
et,et,82
pourquoi,pourquoi,60
restais,rester,18
je,je,51
?,?,p
qu',que,52
en,en,52
serait,être,16
il,il,51
arrivé,arriver,12
si,si,83
j',je,51
étais,être,18
parti,partir,12
/?,/?,P
ce,ce,52
n',ne,60
eût,avoir,19
été,être,12
qu',que,83
un,un,71
moment,moment,21
de,de,81
crainte,crainte,22
;,;,p
nous,nous,51
n',ne,60
aurions,avoir,16
pas,pas,60
voyagé,voyager,12
trois,trois,72
jours,jour,21
que,que,83
tout,tout,52
se,se,51
serait,être,16
oublié,oublier,12
/.,/.,P
seul,seul,30
auprès,auprès,60
d',de,81
elle,il,51
",",",",p
elle,il,51
n',ne,60
eût,avoir,19
pensé,penser,12
qu',que,83
à,à,81
moi,moi,51
;,;,p
que,que,52
m',je,51
importait,importer,18
d',de,81
apprendre,apprendre,14
un,un,71
mystère,mystère,21
qui,qui,52
n',ne,60
attaquait,attaquer,18
pas,pas,60
mon,mon,73
bonheur,bonheur,21
/?,/?,P
elle,il,51
consentait,consentir,18
",",",",p
tout,tout,52
finissait,finir,18
là,là,60
/.,/.,P
il,il,51
ne,ne,60
fallait,falloir,18
qu',que,83
un,un,71
baiser,baiser,21
sur,sur,81
les,le,71
lèvres,lèvre,22
;,;,p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
cela,cela,52
",",",",p
voyez,voir,17
ce,ce,52
que,que,52
je,je,51
fais,faire,17
/.,/.,P
un,un,71
soir,soir,21
que,que,52
Smith,Smith,20
avait,avoir,18
dîné,dîner,12
avec,avec,81
nous,nous,51
",",",",p
je,je,51
m',je,51
étais,être,18
retiré,retirer,12
de,de,81
bonne,bon,30
heure,heure,22
et,et,82
les,le,52
avais,avoir,18
laissés,laisser,12
ensemble,ensemble,60
/.,/.,P
comme,comme,83
je,je,51
fermais,fermer,18
ma,mon,73
porte,porte,22
",",",",p
j',je,51
entendis,entendre,19
Brigitte,Brigitte,20
demander,demander,14
du,de,81
du,le,71
thé,thé,21
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
en,en,81
entrant,entrer,13
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
je,je,51
m',je,51
approchai,approcher,19
par,par,81
hasard,hasard,21
de,de,81
la,le,71
table,table,22
",",",",p
et,et,82
à,à,81
côté,côté,21
de,de,81
la,le,71
théière,théière,22
je,je,51
ne,ne,60
vis,voir,19
qu',que,83
une,un,71
seule,seul,30
tasse,tasse,22
/.,/.,P
personne,personne,52
n',ne,60
était,être,18
entré,entrer,12
avant,avant,81
moi,moi,51
",",",",p
et,et,82
par,par,81
conséquent,conséquent,30
le,le,71
domestique,domestique,21
n',ne,60
avait,avoir,18
rien,rien,52
emporté,emporter,12
de,de,81
ce,ce,52
dont,dont,52
on,on,51
s',se,51
était,être,18
servi,servir,12
la,le,71
veille,veille,22
/.,/.,P
je,je,51
cherchai,chercher,19
autour,autour,60
de,de,81
moi,moi,51
sur,sur,81
les,le,71
meubles,meuble,21
si,si,83
je,je,51
voyais,voir,18
une,un,71
seconde,second,72
tasse,tasse,22
",",",",p
et,et,82
m',je,51
assurai,assurer,19
qu',que,83
il,il,51
n',ne,60
y,y,52
en,en,52
avait,avoir,18
point,point,60
/.,/.,P
-,-,p
est,être,17
ce,ce,52
que,que,83
Smith,Smith,20
est,être,17
resté,rester,12
tard,tard,60
?,?,p
demandai,demander,19
je,je,51
à,à,81
Brigitte,Brigitte,20
/.,/.,P
-,-,p
il,il,51
est,être,17
resté,rester,12
jusqu',jusque,81
à,à,81
minuit,minuit,21
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
vous,vous,51
couchée,coucher,12
seule,seul,30
/.,/.,P
