11802
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-septième extrait>,<>,<>
rentra,rentrer,19
avec,avec,81
quatre,quatre,72
soldats,soldat,21
et,et,82
un,un,71
caporal,caporal,21
/.,/.,P
“,“,p
par,par,81
ordre,ordre,21
du,de,81
du,le,71
gouverneur,gouverneur,21
",",",",p
dit,dire,19
il,il,51
",",",",p
descendez,descendre,17
le,le,71
prisonnier,prisonnier,21
un,un,71
étage,étage,21
au dessous,au-dessous,60
de,de,81
celui-ci,celui-ci,52
/.,/.,P
-,-,p
au,à,81
au,le,71
cachot,cachot,21
alors,alors,60
",",",",p
dit,dire,19
le,le,71
caporal,caporal,21
/.,/.,P
-,-,p
au,à,81
au,le,71
cachot,cachot,21
:,:,p
il,il,51
faut,falloir,17
mettre,mettre,14
les,le,71
fous,fou,21
avec,avec,81
les,le,71
fous,fou,21
/.,/.,P
“,“,p
les,le,71
quatre,quatre,72
soldats,soldat,21
s',se,51
emparèrent,emparer,19
de,de,81
Dantès,Dantès,20
",",",",p
qui,qui,52
tomba,tomber,19
dans,dans,81
une,un,71
espèce,espèce,22
d',de,81
atonie,atonie,22
et,et,82
les,le,52
suivit,suivre,19
sans,sans,81
résistance,résistance,22
/.,/.,P
on,on,51
lui,lui,51
fit,faire,19
descendre,descendre,14
quinze,quinze,72
marches,marche,22
",",",",p
et,et,82
on,on,51
ouvrit,ouvrir,19
la,le,71
porte,porte,22
d',de,81
un,un,71
cachot,cachot,21
dans,dans,81
lequel,lequel,52
il,il,51
entra,entrer,19
en,en,81
murmurant,murmurer,13
:,:,p
“,“,p
il,il,51
a,avoir,17
raison,raison,22
",",",",p
il,il,51
faut,falloir,17
mettre,mettre,14
les,le,71
fous,fou,21
avec,avec,81
les,le,71
fous,fou,21
/.,/.,P
“,“,p
la,le,71
porte,porte,22
se,se,51
referma,refermer,19
",",",",p
et,et,82
Dantès,Dantès,20
alla,aller,19
devant,devant,81
lui,lui,51
",",",",p
les,le,71
mains,main,22
étendues,étendu,31
jusqu',jusque,81
à,à,81
ce,ce,52
qu',que,52
il,il,51
sentît,sentir,18
le,le,71
mur,mur,21
;,;,p
alors,alors,60
il,il,51
s',se,51
assit,asseoir,19
dans,dans,81
un,un,71
angle,angle,21
et,et,82
resta,rester,19
immobile,immobile,30
",",",",p
tandis que,tandis que,83
ses,son,73
yeux,oeil,21
",",",",p
s',se,51
habituant,habituer,13
peu,peu,60
à,à,81
peu,peu,60
à,à,81
l',le,71
obscurité,obscurité,22
",",",",p
commençaient,commencer,18
à,à,81
distinguer,distinguer,14
les,le,71
objets,objet,21
/.,/.,P
le,le,71
geôlier,geôlier,21
avait,avoir,18
raison,raison,22
",",",",p
il,il,51
s',se,51
en,en,52
fallait,falloir,18
de,de,81
bien,bien,60
peu,peu,60
que,que,83
Dantès,Dantès,20
ne,ne,60
fût,être,19
fou,fou,30
/.,/.,P
<Chapitre IX>,<>,<>
le,le,71
soir,soir,21
des,de,81
des,le,71
fiançailles,fiançaille,22
Villefort,Villefort,20
",",",",p
comme,comme,83
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
avait,avoir,18
repris,reprendre,12
le,le,71
chemin,chemin,21
de,de,81
la,le,71
place,place,22
du,de,81
du,le,71
grand-Cours,grand-Cours,21
",",",",p
et,et,82
en,en,81
rentrant,rentrer,13
dans,dans,81
la,le,71
maison,maison,22
de,de,81
madame,madame,22
de,de,81
Saint Méran,Saint Méran,20
",",",",p
il,il,51
trouva,trouver,19
les,le,71
convives,convive,21
qu',que,52
il,il,51
avait,avoir,18
laissés,laisser,12
à,à,81
table,table,22
passés,passé,31
au,à,81
au,le,71
salon,salon,21
et,et,82
prenant,prendre,13
le,le,71
café,café,21
/.,/.,P
René,René,20
l',le,52
attendait,attendre,18
avec,avec,81
une,un,71
impatience,impatience,22
qui,qui,52
était,être,18
partagée,partager,12
par,par,81
tout,tout,75
le,le,71
reste,reste,21
de,de,81
la,le,71
société,société,22
/.,/.,P
aussi,aussi,60
fut,être,19
il,il,51
accueilli,accueillir,12
par,par,81
une,un,71
exclamation,exclamation,22
générale,général,30
:,:,p
“,“,p
eh,eh,93
bien,bien,60
",",",",p
trancheur,trancheur,21
de,de,81
têtes,tête,22
",",",",p
soutien,soutien,21
de,de,81
l',le,71
Etat,état,21
",",",",p
Brutus,Brutus,20
royaliste,royaliste,30
!,!,p
s',se,51
écria,écrier,19
l',le,71
un,un,52
",",",",p
qu',que,52
y,y,52
a,avoir,17
t,t,94
il,il,51
?,?,p
voyons,voir,17
/!,/!,P
eh,eh,93
bien,bien,60
",",",",p
sommes,être,17
nous,nous,51
menacés,menacer,12
d',de,81
un,un,71
nouveau,nouveau,30
régime,régime,21
de,de,81
la,le,71
terreur,terreur,22
?,?,p
demanda,demander,19
l',le,71
autre,autre,52
/.,/.,P
-,-,p
l',le,71
ogre,ogre,21
de,de,81
Corse,Corse,20
serait,être,16
il,il,51
sorti,sortir,12
de,de,81
sa,son,73
caverne,caverne,22
?,?,p
demanda,demander,19
un,un,71
troisième,troisième,72
/.,/.,P
-,-,p
madame,madame,22
la,le,71
marquise,marquise,22
",",",",p
dit,dire,19
Villefort,Villefort,20
s',se,51
approchant,approcher,13
de,de,81
sa,son,73
future,futur,30
belle-mère,belle-mère,22
",",",",p
je,je,51
viens,venir,17
vous,vous,51
prier,prier,14
de,de,81
m',je,51
excuser,excuser,14
si,si,83
je,je,51
suis,être,17
forcé,forcer,12
de,de,81
vous,vous,51
quitter,quitter,14
ainsi,ainsi,60
/…,/…,P
monsieur,monsieur,21
le,le,71
marquis,marquis,21
",",",",p
pourrais,pouvoir,16
je,je,51
avoir,avoir,14
l',le,71
honneur,honneur,21
de,de,81
vous,vous,51
dire,dire,14
deux,deux,72
mots,mot,21
en,en,81
particulier,particulier,21
/?,/?,P
ah,ah,93
!,!,p
mais,mais,82
c',ce,52
est,être,17
donc,donc,82
réellement,réellement,60
grave,grave,30
?,?,p
demanda,demander,19
la,le,71
marquise,marquise,22
",",",",p
en,en,81
remarquant,remarquer,13
le,le,71
nuage,nuage,21
qui,qui,52
obscurcissait,obscurcir,18
le,le,71
front,front,21
de,de,81
Villefort,Villefort,20
/.,/.,P
-,-,p
si,si,60
grave,grave,30
que,que,83
je,je,51
suis,être,17
forcé,forcer,12
de,de,81
prendre,prendre,14
congé,congé,21
de,de,81
vous,vous,51
pour,pour,81
quelques,quelque,75
jours,jour,21
;,;,p
ainsi,ainsi,60
",",",",p
continua,continuer,19
t,t,94
il,il,51
en,en,81
se,se,51
tournant,tourner,13
vers,vers,81
Renée,Renée,20
",",",",p
voyez,voir,17
s',si,83
il,il,51
faut,falloir,17
que,que,83
la,le,71
chose,chose,22
soit,être,17
grave,grave,30
/.,/.,P
-,-,p
vous,vous,51
partez,partir,17
",",",",p
monsieur,monsieur,21
?,?,p
s',se,51
écria,écrier,19
Renée,Renée,20
",",",",p
incapable,incapable,30
de,de,81
cacher,cacher,14
l',le,71
émotion,émotion,22
que,que,52
lui,lui,51
causait,causer,18
cette,ce,74
nouvelle,nouvelle,22
inattendue,inattendu,30
/.,/.,P
-,-,p
hélas,hélas,60
!,!,p
oui,oui,60
",",",",p
mademoiselle,mademoiselle,22
",",",",p
répondit,répondre,19
Villefort,Villefort,20
:,:,p
il,il,51
le,le,52
faut,falloir,17
/.,/.,P
-,-,p
et,et,82
où,où,60
allez,aller,17
vous,vous,51
donc,donc,82
?,?,p
demanda,demander,19
la,le,71
marquise,marquise,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
le,le,71
secret,secret,21
de,de,81
la,le,71
justice,justice,22
",",",",p
madame,madame,22
;,;,p
cependant,cependant,82
si,si,83
quelqu'un,quelqu'un,52
d',de,81
ici,ici,60
a,avoir,17
des,de,81
des,le,71
commissions,commission,22
pour,pour,81
Paris,Paris,20
",",",",p
j',je,51
ai,avoir,17
un,un,52
de,de,81
mes,mon,73
amis,ami,21
qui,qui,52
partira,partir,15
ce,ce,74
soir,soir,21
et,et,82
qui,qui,52
s',se,51
en,en,52
chargera,charger,15
avec,avec,81
plaisir,plaisir,21
/.,/.,P
“,“,p
tout,tout,75
le,le,71
monde,monde,21
se,se,51
regarda,regarder,19
/.,/.,P
“,“,p
vous,vous,51
m',je,51
avez,avoir,17
demandé,demander,12
un,un,71
moment,moment,21
d',de,81
entretien,entretien,21
?,?,p
dit,dire,19
le,le,71
marquis,marquis,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
passons,passer,17
dans,dans,81
votre,votre,73
cabinet,cabinet,21
",",",",p
s',si,83
il,il,51
vous,vous,51
plaît,plaire,17
/.,/.,P
“,“,p
le,le,71
marquis,marquis,21
prit,prendre,19
le,le,71
bras,bras,21
de,de,81
Villefort,Villefort,20
et,et,82
sortit,sortir,19
avec,avec,81
lui,lui,51
/.,/.,P
“,“,p
eh,eh,93
bien,bien,60
",",",",p
demanda,demander,19
celui-ci,celui-ci,52
en,en,81
arrivant,arriver,13
dans,dans,81
son,son,73
cabinet,cabinet,21
",",",",p
que,que,52
se,se,51
passe,passer,17
t,t,94
il,il,51
donc,donc,82
?,?,p
parlez,parler,17
/.,/.,P
-,-,p
des,de,81
des,le,71
choses,chose,22
que,que,52
je,je,51
crois,croire,17
de,de,81
la,le,71
plus,plus,60
haute,haut,30
gravité,gravité,22
",",",",p
et,et,82
qui,qui,52
nécessitent,nécessiter,17
mon,mon,73
départ,départ,21
à,à,81
l',le,71
instant,instant,21
même,même,30
pour,pour,81
Paris,Paris,20
/.,/.,P
maintenant,maintenant,60
",",",",p
marquis,marquis,21
",",",",p
excusez,excuser,17
l',le,71
indiscrète,indiscret,30
brutalité,brutalité,22
de,de,81
la,le,71
question,question,22
",",",",p
avez,avoir,17
vous,vous,51
des,de,81
des,le,71
rentes,rente,22
sur,sur,81
l',le,71
Etat,état,21
/?,/?,P
toute,tout,75
ma,mon,73
fortune,fortune,22
est,être,17
en,en,81
inscriptions,inscription,22
;,;,p
six,six,72
à,à,81
sept,sept,72
cent,cent,72
mille,mille,72
francs,franc,21
à,à,81
peu,peu,60
près,près,81
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
vendez,vendre,17
",",",",p
marquis,marquis,21
",",",",p
vendez,vendre,17
",",",",p
ou,ou,82
vous,vous,51
êtes,être,17
ruiné,ruiner,12
/.,/.,P
-,-,p
mais,mais,82
",",",",p
comment,comment,60
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
vende,vendre,17
d',de,81
ici,ici,60
/?,/?,P
vous,vous,51
avez,avoir,17
un,un,71
agent,agent,21
de,de,81
change,change,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
oui,oui,60
/.,/.,P
-,-,p
donnez,donner,17
moi,moi,51
une,un,71
lettre,lettre,22
pour,pour,81
lui,lui,51
",",",",p
et,et,82
qu',que,52
il,il,51
vende,vendre,17
sans,sans,81
perdre,perdre,14
une,un,71
minute,minute,22
",",",",p
sans,sans,81
perdre,perdre,14
une,un,71
seconde,seconde,22
;,;,p
peut-être,peut-être,60
même,même,60
arriverai,arriver,15
je,je,51
trop,trop,60
tard,tard,60
/.,/.,P
-,-,p
diable,diable,21
!,!,p
dit,dire,19
le,le,71
marquis,marquis,21
",",",",p
ne,ne,60
perdons,perdre,17
pas,pas,60
de,de,81
temps,temps,21
/.,/.,P
“,“,p
et,et,82
il,il,51
se,se,51
mit,mettre,19
à,à,81
table,table,22
et,et,82
écrivit,écrire,19
une,un,71
lettre,lettre,22
à,à,81
son,son,73
agent,agent,21
de,de,81
change,change,21
",",",",p
dans,dans,81
laquelle,lequel,52
il,il,51
lui,lui,51
ordonnait,ordonner,18
de,de,81
vendre,vendre,14
à,à,81
tout,tout,75
prix,prix,21
/.,/.,P
“,“,p
maintenant,maintenant,60
que,que,83
j',je,51
ai,avoir,17
cette,ce,74
lettre,lettre,22
",",",",p
dit,dire,19
Villefort,Villefort,20
en,en,81
la,le,52
serrant,serrer,13
soigneusement,soigneusement,60
dans,dans,81
son,son,73
portefeuille,portefeuille,21
",",",",p
il,il,51
m',je,51
en,en,52
faut,falloir,17
une,un,71
autre,autre,52
/.,/.,P
-,-,p
pour,pour,81
qui,qui,52
/?,/?,P
pour,pour,81
le,le,71
roi,roi,21
/.,/.,P
-,-,p
pour,pour,81
le,le,71
roi,roi,21
/?,/?,P
oui,oui,60
/.,/.,P
-,-,p
mais,mais,82
je,je,51
n',ne,60
ose,oser,17
prendre,prendre,14
sur,sur,81
moi,moi,51
d',de,81
écrire,écrire,14
ainsi,ainsi,60
à,à,81
sa,son,73
majesté,majesté,22
/.,/.,P
-,-,p
aussi,aussi,60
",",",",p
n',ne,60
est,être,17
ce,ce,52
point,point,60
à,à,81
vous,vous,51
que,que,83
je,je,51
la,le,52
demande,demander,17
",",",",p
mais,mais,82
je,je,51
vous,vous,51
charge,charger,17
de,de,81
la,le,52
demander,demander,14
à,à,81
monsieur,monsieur,21
de,de,81
Salvieux,Salvieux,20
/.,/.,P
il,il,51
faut,falloir,17
qu',que,83
il,il,51
me,je,51
donne,donner,17
une,un,71
lettre,lettre,22
à,à,81
l',le,71
aide,aide,22
de,de,81
laquelle,lequel,52
je,je,51
puisse,pouvoir,17
pénétrer,pénétrer,14
près,près,81
de,de,81
sa,son,73
majesté,majesté,22
",",",",p
sans,sans,81
être,être,14
soumis,soumettre,12
à,à,81
toutes,tout,75
les,le,71
formalités,formalité,22
de,de,81
demande,demande,22
d',de,81
audience,audience,22
",",",",p
qui,qui,52
peuvent,pouvoir,17
me,je,51
faire,faire,14
perdre,perdre,14
un,un,71
temps,temps,21
précieux,précieux,30
/.,/.,P
-,-,p
mais,mais,82
n',ne,60
avez,avoir,17
vous,vous,51
pas,pas,60
le,le,71
garde,garde,21
des,de,81
des,le,71
Sceaux,Sceaux,20
",",",",p
qui,qui,52
a,avoir,17
ses,son,73
grandes,grand,30
entrées,entrée,22
aux,à,81
aux,le,71
Tuileries,Tuileries,20
",",",",p
et,et,82
par,par,81
l',le,71
intermédiaire,intermédiaire,21
duquel,de,81
duquel,lequel,52
vous,vous,51
pouvez,pouvoir,17
jour,jour,21
et,et,82
nuit,nuit,22
parvenir,parvenir,14
jusqu',jusque,81
au,à,81
au,le,71
roi,roi,21
/?,/?,P
oui,oui,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
mais,mais,82
il,il,51
est,être,17
inutile,inutile,30
que,que,83
je,je,51
partage,partager,17
avec,avec,81
un,un,71
autre,autre,52
le,le,71
mérite,mérite,21
de,de,81
la,le,71
nouvelle,nouvelle,22
que,que,52
je,je,51
porte,porter,17
/.,/.,P
comprenez,comprendre,17
vous,vous,51
?,?,p
le,le,71
garde,garde,21
des,de,81
des,le,71
Sceaux,Sceaux,20
me,je,51
reléguerait,reléguer,16
tout,tout,60
naturellement,naturellement,60
au,à,81
au,le,71
second,second,72
rang,rang,21
et,et,82
m',je,51
enlèverait,enlever,16
tout,tout,75
le,le,71
bénéfice,bénéfice,21
de,de,81
la,le,71
chose,chose,22
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
dis,dire,17
qu',que,83
une,un,71
chose,chose,22
",",",",p
marquis,marquis,21
:,:,p
ma,mon,73
carrière,carrière,22
est,être,17
assurée,assurer,12
si,si,83
j',je,51
arrive,arriver,17
le,le,71
premier,premier,72
aux,à,81
aux,le,71
Tuileries,Tuileries,20
",",",",p
car,car,82
j',je,51
aurai,avoir,15
rendu,rendre,12
au,à,81
au,le,71
roi,roi,21
un,un,71
service,service,21
qu',que,52
il,il,51
ne,ne,60
lui,lui,51
sera,être,15
pas,pas,60
permis,permettre,12
d',de,81
oublier,oublier,14
/.,/.,P
-,-,p
en,en,81
ce,ce,74
cas,cas,21
",",",",p
mon,mon,73
cher,cher,30
",",",",p
allez,aller,17
faire,faire,14
vos,votre,73
paquets,paquet,21
;,;,p
moi,moi,51
",",",",p
j',je,51
appelle,appeler,17
de,de,81
Salvieux,Salvieux,20
",",",",p
et,et,82
je,je,51
lui,lui,51
fais,faire,17
écrire,écrire,14
la,le,71
lettre,lettre,22
qui,qui,52
doit,devoir,17
vous,vous,51
servir,servir,14
de,de,81
laissez-passer,laissez-passer,21
/.,/.,P
-,-,p
bien,bien,60
",",",",p
ne,ne,60
perdez,perdre,17
pas,pas,60
de,de,81
temps,temps,21
",",",",p
car,car,82
dans,dans,81
un,un,71
quart,quart,21
d',de,81
heure,heure,22
",",",",p
il,il,51
faut,falloir,17
que,que,83
je,je,51
sois,être,17
en,en,81
chaise,chaise,22
de,de,81
poste,poste,22
/.,/.,P
-,-,p
faites,faire,17
arrêter,arrêter,14
votre,votre,73
voiture,voiture,22
devant,devant,81
la,le,71
porte,porte,22
/.,/.,P
-,-,p
sans,sans,81
aucun,aucun,75
doute,doute,21
;,;,p
vous,vous,51
m',je,51
excuserez,excuser,15
auprès,auprès,60
de,de,81
la,le,71
marquise,marquise,22
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
auprès,auprès,60
de,de,81
mademoiselle,mademoiselle,22
de,de,81
Saint Méran,Saint Méran,20
",",",",p
que,que,52
je,je,51
quitte,quitter,17
",",",",p
dans,dans,81
un,un,71
pareil,pareil,30
jour,jour,21
",",",",p
avec,avec,81
un,un,71
bien,bien,60
profond,profond,30
regret,regret,21
/.,/.,P
-,-,p
vous,vous,51
les,le,52
/.,/.,P
